time_step,total_population,asia_population,asia_prop_age_0_5,asia_prop_age_6_14,asia_prop_age_15_49,asia_prop_age_50_79,asia_prop_age_80plus,africa_population,africa_prop_age_0_5,africa_prop_age_6_14,africa_prop_age_15_49,africa_prop_age_50_79,africa_prop_age_80plus,europe_population,europe_prop_age_0_5,europe_prop_age_6_14,europe_prop_age_15_49,europe_prop_age_50_79,europe_prop_age_80plus,north_america_population,north_america_prop_age_0_5,north_america_prop_age_6_14,north_america_prop_age_15_49,north_america_prop_age_50_79,north_america_prop_age_80plus,south_america_population,south_america_prop_age_0_5,south_america_prop_age_6_14,south_america_prop_age_15_49,south_america_prop_age_50_79,south_america_prop_age_80plus,oceania_population,oceania_prop_age_0_5,oceania_prop_age_6_14,oceania_prop_age_15_49,oceania_prop_age_50_79,oceania_prop_age_80plus
33590,5695819,3291155,0.11944200098514557,0.16562199592590332,0.4937559962272644,0.21402500569820404,0.0071539999917149544,898036,0.12350799888372421,0.17333699762821198,0.51456201076507568,0.18558299541473389,0.0030100001022219658,695284,0.10384800285100937,0.14213599264621735,0.46748200058937073,0.26952201128005981,0.01701200008392334,383182,0.11647500097751617,0.16242200136184692,0.48692300915718079,0.22315800189971924,0.011022999882698059,284094,0.12844300270080566,0.17352700233459473,0.48508599400520325,0.20600900053977966,0.0069340001791715622,144068,0.11151000112295151,0.13508200645446777,0.4961409866809845,0.23983100056648254,0.01743599958717823
33591,5696052,3291350,0.11943899840116501,0.16561000049114227,0.49377000331878662,0.21401700377464294,0.0071629998274147511,898045,0.12348400056362152,0.17333999276161194,0.51457101106643677,0.18559500575065613,0.0030100001022219658,695257,0.1038459986448288,0.14211699366569519,0.46749299764633179,0.2695310115814209,0.01701200008392334,383195,0.11649700254201889,0.16240599751472473,0.4869219958782196,0.22313700616359711,0.011039000004529953,284126,0.12843599915504456,0.17354999482631683,0.48506298661231995,0.2060140073299408,0.0069369999691843987,144079,0.11157099902629852,0.13516199588775635,0.49597099423408508,0.23981299996376038,0.017482999712228775
33592,5696274,3291526,0.11944500356912613,0.16560399532318115,0.4937720000743866,0.21400399506092072,0.0071749999187886715,898103,0.12349499762058258,0.17332099378108978,0.5145530104637146,0.18561099469661713,0.0030199999455362558,695241,0.10382000356912613,0.1421000063419342,0.46752101182937622,0.26954001188278198,0.01701899990439415,383149,0.11642699688673019,0.16243299841880798,0.48692300915718079,0.22317700088024139,0.01104000024497509,284133,0.12847900390625,0.17354199290275574,0.48502999544143677,0.2060060054063797,0.0069439997896552086,144122,0.11153099685907364,0.13512900471687317,0.496163010597229,0.23968599736690521,0.017492000013589859
33593,5696532,3291719,0.11944600194692612,0.16560399532318115,0.4937799870967865,0.21399000287055969,0.007180000189691782,898143,0.12351500242948532,0.17329299449920654,0.51455497741699219,0.1856130063533783,0.0030239999759942293,695260,0.10380899906158447,0.14210200309753418,0.46751698851585388,0.26954498887062073,0.017026999965310097,383142,0.11647400259971619,0.16236500442028046,0.48689499497413635,0.22321799397468567,0.011048000305891037,284173,0.12849900126457214,0.17353500425815582,0.48499700427055359,0.20602899789810181,0.0069389999844133854,144095,0.11148899793624878,0.13518199324607849,0.4961169958114624,0.23968900740146637,0.01752300001680851
33594,5696769,3291898,0.1194470003247261,0.16560399532318115,0.49378401041030884,0.21397699415683746,0.0071879997849464417,898169,0.12353000044822693,0.17327399551868439,0.51453500986099243,0.18563300371170044,0.0030280000064522028,695300,0.10380399972200394,0.14214299619197845,0.46749699115753174,0.26952999830245972,0.01702599972486496,383173,0.11643800139427185,0.16228699684143066,0.48692598938941956,0.22327800095081329,0.011071000248193741,284161,0.12847599387168884,0.17357400059700012,0.48495000600814819,0.20603500306606293,0.006963999941945076,144068,0.11144000291824341,0.13519300520420074,0.49609899520874023,0.23970599472522736,0.017560999840497971
33595,5697025,3292107,0.11943899840116501,0.165584996342659,0.49379599094390869,0.21398399770259857,0.0071959998458623886,898181,0.12354099750518799,0.17326399683952332,0.5145300030708313,0.18563200533390045,0.003034000052139163,695389,0.10382399708032608,0.1421390026807785,0.46750199794769287,0.26948899030685425,0.017045000568032265,383166,0.11654499918222427,0.16223299503326416,0.48686701059341431,0.22328199446201324,0.011074000038206577,284168,0.12844200432300568,0.17364400625228882,0.48490700125694275,0.20604400336742401,0.006963999941945076,144014,0.11133600026369095,0.13525800406932831,0.49616700410842896,0.23968499898910522,0.017554000020027161
33596,5697259,3292202,0.11945199966430664,0.16557000577449799,0.49379399418830872,0.21398299932479858,0.0072010001167654991,898235,0.12354300171136856,0.17327199876308441,0.51449102163314819,0.18564899265766144,0.0030449999030679464,695404,0.10378599911928177,0.14213000237941742,0.46752798557281494,0.26951101422309875,0.017045000568032265,383207,0.11653999984264374,0.16229599714279175,0.48682001233100891,0.22325499355792999,0.011087999679148197,284185,0.12843699753284454,0.17365099489688873,0.4848879873752594,0.206045001745224,0.0069780000485479832,144026,0.11129900068044662,0.13530200719833374,0.49620199203491211,0.23967200517654419,0.017525000497698784
33597,5697534,3292238,0.11944600194692612,0.16556200385093689,0.49379900097846985,0.21398399770259857,0.0072090001776814461,898298,0.12358000129461288,0.17325900495052338,0.51446998119354248,0.18564200401306152,0.0030489999335259199,695406,0.10379499942064285,0.14214600622653961,0.46745601296424866,0.26953798532485962,0.017064999788999557,383302,0.11656299978494644,0.16220900416374207,0.48688200116157532,0.2232310026884079,0.011114000342786312,284241,0.12844699621200562,0.17369399964809418,0.48481398820877075,0.20605400204658508,0.0069909999147057533,144049,0.11132299900054932,0.13539800047874451,0.49612998962402344,0.23964099586009979,0.017508000135421753
33598,5697768,3292403,0.11945299804210663,0.16554799675941467,0.4938029944896698,0.21398000419139862,0.007215999998152256,898325,0.12358999997377396,0.17323599755764008,0.51449602842330933,0.18562799692153931,0.0030499999411404133,695359,0.10382399708032608,0.14215099811553955,0.4674299955368042,0.26951500773429871,0.017078999429941177,383351,0.11652199923992157,0.1621830016374588,0.48690098524093628,0.22329899668693542,0.011094000190496445,284277,0.12846599519252777,0.17369000613689423,0.48477700352668762,0.20603799819946289,0.0070279999636113644,144053,0.11125099658966064,0.13541500270366669,0.49615800380706787,0.23965500295162201,0.017520999535918236
33599,5698006,3292582,0.11945000290870667,0.16553899645805359,0.49381500482559204,0.21397300064563751,0.0072229998186230659,898328,0.12358500063419342,0.17321999371051788,0.5144990086555481,0.1856440007686615,0.0030519999563694,695340,0.10381799936294556,0.14218099415302277,0.46737399697303772,0.26955398917198181,0.017071999609470367,383369,0.11655899882316589,0.1621910035610199,0.48685699701309204,0.22327600419521332,0.011117000132799149,284323,0.12844499945640564,0.17369000613689423,0.48482200503349304,0.20600900053977966,0.0070340000092983246,144064,0.11125600337982178,0.13550899922847748,0.49610599875450134,0.23960199952125549,0.017526999115943909
33600,5698266,3292832,0.1194550022482872,0.16552500426769257,0.49381300806999207,0.2139739990234375,0.0072340001352131367,898313,0.12357500195503235,0.17322699725627899,0.51449000835418701,0.18565499782562256,0.0030539999715983868,695368,0.10381799936294556,0.14218899607658386,0.46735700964927673,0.26955199241638184,0.017083000391721725,383347,0.11654999852180481,0.16216599941253662,0.48684099316596985,0.22332000732421875,0.011122999712824821,284328,0.12847800552845001,0.17364099621772766,0.48485198616981506,0.2059980034828186,0.0070310002192854881,144078,0.1113009974360466,0.13557200133800507,0.49613401293754578,0.23949499428272247,0.017496999353170395
33601,5698482,3292924,0.11945799738168716,0.16551600396633148,0.49380999803543091,0.21397599577903748,0.0072409999556839466,898315,0.12358400225639343,0.17319400608539581,0.51450800895690918,0.18566299974918365,0.0030509999487549067,695433,0.10382299870252609,0.14218200743198395,0.46737900376319885,0.26952099800109863,0.017093999311327934,383368,0.11656200140714645,0.16215799748897552,0.48682698607444763,0.22330999374389648,0.011142999865114689,284342,0.12845100462436676,0.17362500727176666,0.48488101363182068,0.2059980034828186,0.0070440000854432583,144100,0.11127699911594391,0.13565599918365479,0.49597498774528503,0.23956300318241119,0.017528999596834183
33602,5698714,3292987,0.11944899708032608,0.16550000011920929,0.49384000897407532,0.2139659970998764,0.0072440002113580704,898382,0.12359300255775452,0.1731799989938736,0.51447999477386475,0.18568900227546692,0.0030569999944418669,695422,0.1038379967212677,0.14218300580978394,0.46735399961471558,0.26952099800109863,0.017105000093579292,383447,0.11654800176620483,0.16214199364185333,0.48680999875068665,0.223362997174263,0.011136000044643879,284346,0.12848800420761108,0.17366500198841095,0.48484900593757629,0.20596000552177429,0.007036999799311161,144130,0.11140599846839905,0.13564099371433258,0.49573999643325806,0.2396789938211441,0.017533000558614731
33603,5698971,3293101,0.11944799870252609,0.16550500690937042,0.49383598566055298,0.21396200358867645,0.0072499997913837433,898423,0.1235869973897934,0.17317800223827362,0.51447302103042603,0.18569999933242798,0.0030630000401288271,695539,0.10387299954891205,0.14217500388622284,0.46734800934791565,0.26949501037597656,0.017108999192714691,383437,0.11653800308704376,0.16213600337505341,0.48679700493812561,0.22338199615478516,0.011146999895572662,284361,0.12850899994373322,0.17361000180244446,0.48485898971557617,0.20598100125789642,0.0070400000549852848,144110,0.11148399859666824,0.13557000458240509,0.49572500586509705,0.23967799544334412,0.017542000859975815
33604,5699158,3293160,0.119439996778965,0.16549299657344818,0.49386200308799744,0.21395400166511536,0.0072510000318288803,898452,0.12357799708843231,0.17318600416183472,0.51446497440338135,0.18569600582122803,0.0030749998986721039,695556,0.10386200249195099,0.14219099283218384,0.46728700399398804,0.26952499151229858,0.017133999615907669,383503,0.11652799695730209,0.16210800409317017,0.48686501383781433,0.22334100306034088,0.011157999746501446,284362,0.12853999435901642,0.17354999482631683,0.4848639965057373,0.20600199699401855,0.0070440000854432583,144125,0.11155600100755692,0.135576993227005,0.49570199847221375,0.23963199555873871,0.017533000558614731
33605,5699368,3293332,0.11942800134420395,0.16550099849700928,0.49386098980903625,0.21395799517631531,0.0072530000470578671,898433,0.12356399744749069,0.1731639951467514,0.51449400186538696,0.18569900095462799,0.0030799999367445707,695619,0.10386600345373154,0.14219999313354492,0.46726000308990479,0.26953399181365967,0.017139999195933342,383460,0.11656200140714645,0.16206599771976471,0.48682799935340881,0.22336100041866302,0.011181999929249287,284363,0.12858200073242188,0.17354899644851685,0.48481699824333191,0.20598000288009644,0.0070719998329877853,144161,0.1116039976477623,0.13552199304103851,0.4958069920539856,0.23950999975204468,0.017557000741362572
33606,5699602,3293493,0.11941999942064285,0.16550099849700928,0.49386000633239746,0.21395599842071533,0.0072619998827576637,898459,0.12356200069189072,0.17316299676895142,0.51448500156402588,0.18570399284362793,0.003085999982431531,695621,0.10384000092744827,0.14221400022506714,0.46724200248718262,0.26956599950790405,0.017139000818133354,383490,0.11657699942588806,0.16197599470615387,0.4868679940700531,0.22337000072002411,0.011210000142455101,284388,0.12857100367546082,0.17353799939155579,0.484840989112854,0.20596200227737427,0.0070890001952648163,144151,0.11161199957132339,0.13557299971580505,0.49572300910949707,0.23958200216293335,0.01750900037586689
33607,5699835,3293600,0.1194240003824234,0.16549199819564819,0.4938490092754364,0.21396799385547638,0.0072670001536607742,898493,0.12355100363492966,0.17314800620079041,0.51449698209762573,0.18571199476718903,0.0030920000281184912,695611,0.10384999960660934,0.14218300580978394,0.46725401282310486,0.2695620059967041,0.017152000218629837,383557,0.11656399816274643,0.16201800107955933,0.48684000968933105,0.22335900366306305,0.011219000443816185,284414,0.12857300043106079,0.17351500689983368,0.48483198881149292,0.20597800612449646,0.0071020000614225864,144160,0.11160500347614288,0.13563400506973267,0.49578899145126343,0.23947000503540039,0.017501000314950943
33608,5700069,3293769,0.11942200362682343,0.16548000276088715,0.49384000897407532,0.21397900581359863,0.0072780000045895576,898571,0.12355399876832962,0.17312699556350708,0.5144919753074646,0.18572700023651123,0.0030990000814199448,695575,0.10385400056838989,0.14221200346946716,0.46724799275398254,0.26953399181365967,0.017153000459074974,383611,0.11653699725866318,0.16209599375724792,0.48674601316452026,0.22340600192546844,0.011214000172913074,284444,0.12859800457954407,0.17347200214862823,0.48489299416542053,0.20591400563716888,0.0071229999884963036,144099,0.11155500262975693,0.1356080025434494,0.49592301249504089,0.2394459992647171,0.017466999590396881
33609,5700292,3293858,0.11942300200462341,0.16546900570392609,0.49385100603103638,0.2139739990234375,0.0072829998098313808,898609,0.12355100363492966,0.17311300337314606,0.51449400186538696,0.18573999404907227,0.0031010000966489315,695590,0.10385700315237045,0.14221200346946716,0.46726700663566589,0.26950100064277649,0.017163999378681183,383703,0.11661099642515182,0.16208399832248688,0.48669898509979248,0.22339700162410736,0.011208999902009964,284437,0.12856300175189972,0.17348699271678925,0.48489800095558167,0.20593300461769104,0.0071189999580383301,144095,0.11153800040483475,0.13563300669193268,0.49583300948143005,0.23952899873256683,0.017467999830842018
33610,5700523,3293969,0.11941800266504288,0.16547000408172607,0.49384200572967529,0.21397599577903748,0.0072940001264214516,898679,0.12355200201272964,0.1731099933385849,0.51449501514434814,0.18573300540447235,0.0031099999323487282,695566,0.1038609966635704,0.14219599962234497,0.46731200814247131,0.26944500207901001,0.01718599908053875,383741,0.11662600189447403,0.16197599470615387,0.48677399754524231,0.22342200577259064,0.011203000321984291,284486,0.12852300703525543,0.17349199950695038,0.4849030077457428,0.20596100389957428,0.0071220002137124538,144082,0.1115960031747818,0.13571399450302124,0.49572500586509705,0.23950299620628357,0.017462000250816345
33611,5700778,3294152,0.11941900104284286,0.16547399759292603,0.49383100867271423,0.21397800743579865,0.0072989999316632748,898728,0.12356799840927124,0.17308999598026276,0.51448899507522583,0.18573400378227234,0.0031190000008791685,695562,0.10385700315237045,0.14219699800014496,0.46726199984550476,0.26948300004005432,0.017200000584125519,383749,0.11668000370264053,0.16192600131034851,0.48679199814796448,0.22340400516986847,0.011196999810636044,284482,0.12855599820613861,0.17343500256538391,0.48494499921798706,0.2059289962053299,0.0071359998546540737,144105,0.11157800257205963,0.13572700321674347,0.49574300646781921,0.23944999277591705,0.017501000314950943
33612,5700994,3294173,0.11941099911928177,0.16547100245952606,0.49382698535919189,0.2139820009469986,0.0073079997673630714,898774,0.12355499714612961,0.17308500409126282,0.51451599597930908,0.18572400510311127,0.0031200000084936619,695624,0.10390699654817581,0.14217300713062286,0.46727299690246582,0.26942399144172668,0.017223000526428223,383838,0.11671300232410431,0.16184699535369873,0.48680999875068665,0.22344599664211273,0.011184000410139561,284489,0.1285569965839386,0.17347599565982819,0.48486599326133728,0.2059590071439743,0.007143000140786171,144096,0.11155100166797638,0.13568699359893799,0.49579399824142456,0.23946499824523926,0.01750200055539608
33613,5701193,3294367,0.11940400302410126,0.1654680073261261,0.49383300542831421,0.2139820009469986,0.0073139998130500317,898778,0.12357299774885178,0.17304900288581848,0.51452898979187012,0.18572300672531128,0.0031250000465661287,695627,0.10394199937582016,0.14218300580978394,0.46722900867462158,0.26940399408340454,0.017241999506950378,383845,0.11669600009918213,0.16180199384689331,0.48684799671173096,0.22345499694347382,0.01119999960064888,284495,0.12861000001430511,0.17345799505710602,0.48485198616981506,0.20595100522041321,0.0071279997937381268,144081,0.11154799908399582,0.13571499288082123,0.49580401182174683,0.23942799866199493,0.017503999173641205
33614,5701436,3294508,0.11940199881792068,0.16546699404716492,0.49382698535919189,0.21398499608039856,0.0073190000839531422,898838,0.12357400357723236,0.17303900420665741,0.51454997062683105,0.18570500612258911,0.0031320000998675823,695679,0.10396300256252289,0.1421550065279007,0.46722599864006042,0.26939699053764343,0.017258999869227409,383818,0.11666200309991837,0.16184799373149872,0.48680898547172546,0.22346299886703491,0.011219000443816185,284515,0.12864300608634949,0.17345300316810608,0.48480001091957092,0.20597900450229645,0.0071240002289414406,144078,0.11158499866724014,0.13566300272941589,0.49589800834655762,0.23936299979686737,0.017490999773144722
33615,5701691,3294617,0.11940299719572067,0.16546300053596497,0.49381700158119202,0.21399299800395966,0.0073239998891949654,898865,0.12358900159597397,0.17303499579429626,0.51453101634979248,0.18571199476718903,0.0031330001074820757,695776,0.10395999997854233,0.14211499691009521,0.46725401282310486,0.26939699053764343,0.017273999750614166,383836,0.11669299751520157,0.16185000538825989,0.48675701022148132,0.22346800565719604,0.011230999603867531,284558,0.12863500416278839,0.17339900135993958,0.48488199710845947,0.20596900582313538,0.0071160001680254936,144039,0.11159499734640121,0.13558100163936615,0.49609500169754028,0.23920600116252899,0.01752300001680851
33616,5701937,3294887,0.11939100176095963,0.16546100378036499,0.49380901455879211,0.21400199830532074,0.0073359999805688858,898875,0.12358900159597397,0.1730400025844574,0.51451599597930908,0.18571799993515015,0.0031369999051094055,695735,0.10397899895906448,0.14212200045585632,0.46721398830413818,0.26941600441932678,0.017270000651478767,383860,0.11672999709844589,0.16184499859809875,0.48676100373268127,0.2234330028295517,0.011230999603867531,284571,0.12862899899482727,0.17330600321292877,0.48500698804855347,0.20592400431632996,0.007133999839425087,144009,0.11165300011634827,0.13556100428104401,0.49608001112937927,0.2391660064458847,0.017541000619530678
33617,5702177,3295094,0.11939100176095963,0.16545799374580383,0.49379700422286987,0.21400800347328186,0.0073449998162686825,898897,0.12358299642801285,0.17304399609565735,0.51451700925827026,0.18571299314498901,0.0031429999507963657,695634,0.10397300124168396,0.14210200309753418,0.46725699305534363,0.2693830132484436,0.017285000532865524,383941,0.11674699932336807,0.16184000670909882,0.48676198720932007,0.22342200577259064,0.011227999813854694,284563,0.12858699262142181,0.17327600717544556,0.48502099514007568,0.20599299669265747,0.0071229999884963036,144048,0.11174099892377853,0.13551700115203857,0.49611198902130127,0.23907999694347382,0.017550000920891762
33618,5702408,3295202,0.11938100308179855,0.16545400023460388,0.49380099773406982,0.21401199698448181,0.0073520001024007797,898911,0.1235940009355545,0.17302900552749634,0.51449298858642578,0.18573600053787231,0.0031479999888688326,695627,0.1039619967341423,0.14210499823093414,0.46722200512886047,0.26941999793052673,0.017291000112891197,384025,0.11683599650859833,0.16181999444961548,0.48671600222587585,0.22339999675750732,0.011227999813854694,284581,0.12860299646854401,0.1732649952173233,0.48502498865127563,0.20597299933433533,0.0071330000646412373,144062,0.11172299832105637,0.13553899526596069,0.49622398614883423,0.23896700143814087,0.017548000440001488
33619,5702645,3295363,0.1193849965929985,0.16544899344444275,0.49379900097846985,0.21400900185108185,0.0073580001480877399,898922,0.12356399744749069,0.17303599417209625,0.51450502872467041,0.18574400246143341,0.0031520000193268061,695665,0.10395699739456177,0.14208100736141205,0.46724501252174377,0.26941400766372681,0.017302999272942543,384033,0.11684200167655945,0.16179099678993225,0.48671099543571472,0.22343400120735168,0.011222999542951584,284597,0.12863799929618835,0.17325900495052338,0.48494899272918701,0.20600700378417969,0.0071470001712441444,144065,0.11181099712848663,0.13555699586868286,0.49619999527931213,0.23890599608421326,0.017526999115943909
33620,5702848,3295445,0.11937599629163742,0.16545200347900391,0.49378898739814758,0.21401600539684296,0.0073669999837875366,898957,0.12356399744749069,0.173008993268013,0.51453399658203125,0.18573200702667236,0.003160000080242753,695699,0.10395699739456177,0.14208999276161194,0.46724399924278259,0.26939699053764343,0.017311999574303627,384045,0.11680100113153458,0.16175399720668793,0.48678699135780334,0.22343200445175171,0.011225000023841858,284650,0.12863899767398834,0.17324100434780121,0.4849570095539093,0.20599299669265747,0.0071700001135468483,144052,0.11182799935340881,0.13548600673675537,0.49628600478172302,0.23887200653553009,0.017527999356389046
33621,5703094,3295531,0.11938200145959854,0.16544899344444275,0.49377399682998657,0.21402500569820404,0.0073689999990165234,898996,0.12357000261545181,0.17298899590969086,0.51455098390579224,0.18572400510311127,0.003166999900713563,695761,0.10394199937582016,0.14209899306297302,0.46725499629974365,0.26938098669052124,0.017322000116109848,384099,0.11683999747037888,0.16178099811077118,0.48677301406860352,0.22337700426578522,0.011229000054299831,284679,0.12865400314331055,0.17317399382591248,0.48499900102615356,0.20600000023841858,0.0071729999035596848,144028,0.11181200295686722,0.13553600013256073,0.49617400765419006,0.23893299698829651,0.017544999718666077
33622,5703325,3295608,0.11938299983739853,0.16543899476528168,0.49376899003982544,0.21403199434280396,0.00737799983471632,899045,0.12359700351953506,0.17298899590969086,0.51452302932739258,0.1857219934463501,0.0031699999235570431,695851,0.10394199937582016,0.14208899438381195,0.46726500988006592,0.26936900615692139,0.017333999276161194,384090,0.11680100113153458,0.16180600225925446,0.48676100373268127,0.22339800000190735,0.011234000325202942,284678,0.12865400314331055,0.17313900589942932,0.48509201407432556,0.20592400431632996,0.0071910000406205654,144053,0.11187499761581421,0.13542899489402771,0.49634501338005066,0.23882199823856354,0.017527999356389046
33623,5703569,3295752,0.11938799917697906,0.16544799506664276,0.49374398589134216,0.21403299272060394,0.007385999895632267,899082,0.12360399961471558,0.17298200726509094,0.51450997591018677,0.18572700023651123,0.0031769999768584967,695871,0.10392600297927856,0.14204399287700653,0.46731498837471008,0.26936501264572144,0.017350999638438225,384102,0.1167759969830513,0.16182400286197662,0.4867669939994812,0.2234019935131073,0.011230999603867531,284721,0.12867000699043274,0.17309899628162384,0.48510599136352539,0.20592799782752991,0.0071970000863075256,144041,0.11187099665403366,0.13539199531078339,0.49638000130653381,0.23881399631500244,0.01754399947822094
