bacteria,drug,resistance_representable,maximum_any_r,positive_effect_mechanisms
serratia_spp.,ceftaroline,false,0,
serratia_spp.,ceftolozane_tazobactam,true,0.9999825,enzyme_kpc;enzyme_ndm_vim;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,cefiderocol,true,0.6,mutation_siderophore_uptake
serratia_spp.,meropenem,true,0.9984999999999999,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
serratia_spp.,imipenem_c,true,0.9984999999999999,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
serratia_spp.,ertapenem,true,0.9984999999999999,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
serratia_spp.,aztreonam,true,0.9986878,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,erythromycin,false,0,
serratia_spp.,azithromycin,false,0,
serratia_spp.,clarithromycin,false,0,
serratia_spp.,clindamycin,false,0,
serratia_spp.,gentamicin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
serratia_spp.,tobramycin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
serratia_spp.,amikacin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
serratia_spp.,ciprofloxacin,true,0.98776,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
serratia_spp.,levofloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
serratia_spp.,moxifloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
serratia_spp.,ofloxacin,true,0.976,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr
serratia_spp.,tetracycline,false,0,
serratia_spp.,doxycycline,false,0,
serratia_spp.,minocycline,true,0.955375,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m
serratia_spp.,tigecycline,false,0,
serratia_spp.,vancomycin,false,0,
serratia_spp.,teicoplanin,false,0,
serratia_spp.,dalbavancin,false,0,
serratia_spp.,linezolid,false,0,
serratia_spp.,tedizolid,false,0,
serratia_spp.,daptomycin,false,0,
serratia_spp.,quinu_dalfo,false,0,
serratia_spp.,trim_sulf,true,0.85,mutation_folate_pathway
serratia_spp.,chloramphenicol,true,0.9524,enzyme_cat;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
serratia_spp.,nitrofurantoin,false,0,
serratia_spp.,fosfomycin,true,0.8,enzyme_fos
serratia_spp.,retapamulin,false,0,
serratia_spp.,fusidic_a,false,0,
serratia_spp.,metronidazole,false,0,
serratia_spp.,fidaxomicin,false,0,
serratia_spp.,furazolidone,false,0,
serratia_spp.,rifampicin,true,0.95,mutation_rpo_b
serratia_spp.,amoxicillin_clavulanate,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,piperacillin_tazobactam,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,ampicillin_sulbactam,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,ticarcillin_clavulanate,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,ceftazidime_avibactam,true,0.7322500000000001,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;mutation_pbp_mosaic
serratia_spp.,meropenem_vaborbactam,true,0.7025,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
serratia_spp.,colistin,true,0.985,modification_mcr_1;mutation_polymyxin_regulatory
serratia_spp.,flucloxacillin,false,0,
serratia_spp.,aztreonam_avibactam,true,0.8512500000000001,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;mutation_pbp_mosaic
serratia_spp.,cefixime,true,0.999999726671875,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
serratia_spp.,nalidixic_acid,true,0.4,mutation_gyra_primary
p_stuartii,sulfanilamide,false,0,
p_stuartii,penicillin_g,false,0,
p_stuartii,ampicillin,false,0,
p_stuartii,amoxicillin,false,0,
p_stuartii,piperacillin,true,0.99999999919,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;enzyme_narrow_spectrum_gram_negative_penicillinase;mutation_pbp_mosaic
p_stuartii,ticarcillin,true,0.99999999919,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;enzyme_narrow_spectrum_gram_negative_penicillinase;mutation_pbp_mosaic
p_stuartii,cephalexin,false,0,
p_stuartii,cefazolin,false,0,
p_stuartii,cefuroxime,true,0.9999999865,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,ceftriaxone,true,0.999999726671875,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,ceftazidime,true,0.999999726671875,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,cefepime,true,0.9977366423125,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,ceftaroline,false,0,
p_stuartii,ceftolozane_tazobactam,true,0.9999825,enzyme_kpc;enzyme_ndm_vim;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,cefiderocol,true,0.6,mutation_siderophore_uptake
p_stuartii,meropenem,true,0.9984999999999999,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
p_stuartii,imipenem_c,true,0.9984999999999999,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
p_stuartii,ertapenem,true,0.9984999999999999,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
p_stuartii,aztreonam,true,0.9986878,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,erythromycin,false,0,
p_stuartii,azithromycin,false,0,
p_stuartii,clarithromycin,false,0,
p_stuartii,clindamycin,false,0,
p_stuartii,gentamicin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
p_stuartii,tobramycin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
p_stuartii,amikacin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
p_stuartii,ciprofloxacin,true,0.98776,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
p_stuartii,levofloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
p_stuartii,moxifloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
p_stuartii,ofloxacin,true,0.976,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr
p_stuartii,tetracycline,true,0.9866125,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m;efflux_tet_abc
p_stuartii,doxycycline,true,0.9866125,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m;efflux_tet_abc
p_stuartii,minocycline,true,0.955375,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m
p_stuartii,tigecycline,false,0,
p_stuartii,vancomycin,false,0,
p_stuartii,teicoplanin,false,0,
p_stuartii,dalbavancin,false,0,
p_stuartii,linezolid,false,0,
p_stuartii,tedizolid,false,0,
p_stuartii,daptomycin,false,0,
p_stuartii,quinu_dalfo,false,0,
p_stuartii,trim_sulf,true,0.85,mutation_folate_pathway
p_stuartii,chloramphenicol,true,0.9524,enzyme_cat;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
p_stuartii,nitrofurantoin,false,0,
p_stuartii,fosfomycin,true,0.8,enzyme_fos
p_stuartii,retapamulin,false,0,
p_stuartii,fusidic_a,false,0,
p_stuartii,metronidazole,false,0,
p_stuartii,fidaxomicin,false,0,
p_stuartii,furazolidone,false,0,
p_stuartii,rifampicin,false,0,
p_stuartii,amoxicillin_clavulanate,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,piperacillin_tazobactam,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,ampicillin_sulbactam,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,ticarcillin_clavulanate,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,ceftazidime_avibactam,true,0.7322500000000001,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;mutation_pbp_mosaic
p_stuartii,meropenem_vaborbactam,true,0.7025,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48
p_stuartii,colistin,false,0,
p_stuartii,flucloxacillin,false,0,
p_stuartii,aztreonam_avibactam,true,0.8512500000000001,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;mutation_pbp_mosaic
p_stuartii,cefixime,true,0.999999726671875,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
p_stuartii,nalidixic_acid,true,0.4,mutation_gyra_primary
pseudomonas_aeruginosa,sulfanilamide,false,0,
pseudomonas_aeruginosa,penicillin_g,false,0,
pseudomonas_aeruginosa,ampicillin,false,0,
pseudomonas_aeruginosa,amoxicillin,false,0,
pseudomonas_aeruginosa,piperacillin,true,0.9999999919,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
pseudomonas_aeruginosa,ticarcillin,true,0.9999999919,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
pseudomonas_aeruginosa,cephalexin,false,0,
pseudomonas_aeruginosa,cefazolin,false,0,
pseudomonas_aeruginosa,cefuroxime,false,0,
pseudomonas_aeruginosa,ceftriaxone,false,0,
pseudomonas_aeruginosa,ceftazidime,true,0.999999945334375,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;enzyme_oxa_acinetobacter;mutation_pbp_mosaic
pseudomonas_aeruginosa,cefepime,true,0.9995473284624999,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;enzyme_oxa_acinetobacter;mutation_pbp_mosaic
pseudomonas_aeruginosa,ceftaroline,false,0,
pseudomonas_aeruginosa,ceftolozane_tazobactam,true,0.9999825,enzyme_kpc;enzyme_ndm_vim;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
pseudomonas_aeruginosa,cefiderocol,true,0.6,mutation_siderophore_uptake
pseudomonas_aeruginosa,meropenem,true,0.99994,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;porin_loss_oprd;enzyme_oxa_acinetobacter
pseudomonas_aeruginosa,imipenem_c,true,0.99994,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;porin_loss_oprd;enzyme_oxa_acinetobacter
pseudomonas_aeruginosa,ertapenem,false,0,
pseudomonas_aeruginosa,aztreonam,true,0.9986878,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
pseudomonas_aeruginosa,erythromycin,false,0,
pseudomonas_aeruginosa,azithromycin,false,0,
pseudomonas_aeruginosa,clarithromycin,false,0,
pseudomonas_aeruginosa,clindamycin,false,0,
pseudomonas_aeruginosa,gentamicin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
pseudomonas_aeruginosa,tobramycin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
pseudomonas_aeruginosa,amikacin,true,0.99475,enzyme_16s_rrmt;efflux_mexxy_oprm;enzyme_aac_aph
pseudomonas_aeruginosa,ciprofloxacin,true,0.98776,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
pseudomonas_aeruginosa,levofloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
pseudomonas_aeruginosa,moxifloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
pseudomonas_aeruginosa,ofloxacin,true,0.976,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr
pseudomonas_aeruginosa,tetracycline,false,0,
pseudomonas_aeruginosa,doxycycline,false,0,
pseudomonas_aeruginosa,minocycline,false,0,
pseudomonas_aeruginosa,tigecycline,false,0,
pseudomonas_aeruginosa,vancomycin,false,0,
pseudomonas_aeruginosa,teicoplanin,false,0,
pseudomonas_aeruginosa,dalbavancin,false,0,
pseudomonas_aeruginosa,linezolid,false,0,
pseudomonas_aeruginosa,tedizolid,false,0,
pseudomonas_aeruginosa,daptomycin,false,0,
pseudomonas_aeruginosa,quinu_dalfo,false,0,
pseudomonas_aeruginosa,trim_sulf,false,0,
pseudomonas_aeruginosa,chloramphenicol,false,0,
pseudomonas_aeruginosa,nitrofurantoin,false,0,
pseudomonas_aeruginosa,fosfomycin,true,0.8,enzyme_fos
pseudomonas_aeruginosa,retapamulin,false,0,
pseudomonas_aeruginosa,fusidic_a,false,0,
pseudomonas_aeruginosa,metronidazole,false,0,
pseudomonas_aeruginosa,fidaxomicin,false,0,
pseudomonas_aeruginosa,furazolidone,false,0,
pseudomonas_aeruginosa,rifampicin,false,0,
pseudomonas_aeruginosa,amoxicillin_clavulanate,false,0,
pseudomonas_aeruginosa,piperacillin_tazobactam,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
pseudomonas_aeruginosa,ampicillin_sulbactam,false,0,
pseudomonas_aeruginosa,ticarcillin_clavulanate,true,0.999919,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;mutation_pbp_mosaic
pseudomonas_aeruginosa,ceftazidime_avibactam,true,0.94645,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_oxa_acinetobacter;mutation_pbp_mosaic
pseudomonas_aeruginosa,meropenem_vaborbactam,true,0.9405,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;porin_loss_oprd
pseudomonas_aeruginosa,colistin,true,0.985,modification_mcr_1;mutation_polymyxin_regulatory
pseudomonas_aeruginosa,flucloxacillin,false,0,
pseudomonas_aeruginosa,aztreonam_avibactam,true,0.8512500000000001,enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;mutation_pbp_mosaic
pseudomonas_aeruginosa,cefixime,false,0,
pseudomonas_aeruginosa,nalidixic_acid,false,0,
stenotrophomonas_maltophilia,sulfanilamide,true,0.85,mutation_folate_pathway
stenotrophomonas_maltophilia,penicillin_g,false,0,
stenotrophomonas_maltophilia,ampicillin,false,0,
stenotrophomonas_maltophilia,amoxicillin,false,0,
stenotrophomonas_maltophilia,piperacillin,false,0,
stenotrophomonas_maltophilia,ticarcillin,false,0,
stenotrophomonas_maltophilia,cephalexin,false,0,
stenotrophomonas_maltophilia,cefazolin,false,0,
stenotrophomonas_maltophilia,cefuroxime,false,0,
stenotrophomonas_maltophilia,ceftriaxone,false,0,
stenotrophomonas_maltophilia,ceftazidime,true,0.999999945334375,enzyme_esbl_ctx_m;enzyme_esbl_tem;enzyme_esbl_shv;enzyme_kpc;enzyme_ndm_vim;enzyme_oxa_48;enzyme_ampc_cmy;enzyme_ampc_dha;mutation_ampc_derepression;enzyme_oxa_acinetobacter;mutation_pbp_mosaic
stenotrophomonas_maltophilia,cefepime,false,0,
stenotrophomonas_maltophilia,ceftaroline,false,0,
stenotrophomonas_maltophilia,ceftolozane_tazobactam,false,0,
stenotrophomonas_maltophilia,cefiderocol,true,0.6,mutation_siderophore_uptake
stenotrophomonas_maltophilia,meropenem,false,0,
stenotrophomonas_maltophilia,imipenem_c,false,0,
stenotrophomonas_maltophilia,ertapenem,false,0,
stenotrophomonas_maltophilia,aztreonam,false,0,
stenotrophomonas_maltophilia,erythromycin,false,0,
stenotrophomonas_maltophilia,azithromycin,false,0,
stenotrophomonas_maltophilia,clarithromycin,false,0,
stenotrophomonas_maltophilia,clindamycin,false,0,
stenotrophomonas_maltophilia,gentamicin,false,0,
stenotrophomonas_maltophilia,tobramycin,false,0,
stenotrophomonas_maltophilia,amikacin,false,0,
stenotrophomonas_maltophilia,ciprofloxacin,true,0.98776,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
stenotrophomonas_maltophilia,levofloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
stenotrophomonas_maltophilia,moxifloxacin,true,0.96,mutation_gyra_parc_secondary;protection_qnr
stenotrophomonas_maltophilia,ofloxacin,true,0.976,mutation_gyra_primary;mutation_gyra_parc_secondary;protection_qnr
stenotrophomonas_maltophilia,tetracycline,true,0.9866125,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m;efflux_tet_abc
stenotrophomonas_maltophilia,doxycycline,true,0.9866125,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m;efflux_tet_abc
stenotrophomonas_maltophilia,minocycline,true,0.955375,efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump;protection_tet_m
stenotrophomonas_maltophilia,tigecycline,false,0,
stenotrophomonas_maltophilia,vancomycin,false,0,
stenotrophomonas_maltophilia,teicoplanin,false,0,
stenotrophomonas_maltophilia,dalbavancin,false,0,
stenotrophomonas_maltophilia,linezolid,false,0,
stenotrophomonas_maltophilia,tedizolid,false,0,
stenotrophomonas_maltophilia,daptomycin,false,0,
stenotrophomonas_maltophilia,quinu_dalfo,false,0,
stenotrophomonas_maltophilia,trim_sulf,true,0.85,mutation_folate_pathway
stenotrophomonas_maltophilia,chloramphenicol,true,0.9524,enzyme_cat;efflux_acrab_tolc;efflux_mexxy_oprm;global_efflux_pump
stenotrophomonas_maltophilia,nitrofurantoin,false,0,
stenotrophomonas_maltophilia,fosfomycin,true,0.8,enzyme_fos
stenotrophomonas_maltophilia,retapamulin,false,0,
stenotrophomonas_maltophilia,fusidic_a,false,0,
stenotrophomonas_maltophilia,metronidazole,false,0,
stenotrophomonas_maltophilia,fidaxomicin,false,0,
stenotrophomonas_maltophilia,furazolidone,false,0,
stenotrophomonas_maltophilia,rifampicin,true,0.95,mutation_rpo_b
stenotrophomonas_maltophilia,amoxicillin_clavulanate,false,0,
stenotrophomonas_maltophilia,piperacillin_tazobactam,false,0,
stenotrophomonas_maltophilia,ampicillin_sulbactam,false,0,
stenotrophomonas_maltophilia,ticarcillin_clavulanate,false,0,
stenotrophomonas_maltophilia,ceftazidime_avibactam,false,0,
stenotrophomonas_maltophilia,meropenem_vaborbactam,false,0,
stenotrophomonas_maltophilia,colistin,false,0,
stenotrophomonas_maltophilia,flucloxacillin,false,0,
stenotrophomonas_maltophilia,aztreonam_avibactam,false,0,
stenotrophomonas_maltophilia,cefixime,false,0,
stenotrophomonas_maltophilia,nalidixic_acid,false,0,
staphylococcus_aureus,sulfanilamide,false,0,
staphylococcus_aureus,penicillin_g,true,0.9998,target_site_pbp2a_meca;enzyme_bla_z;mutation_pbp_mosaic
staphylococcus_aureus,ampicillin,false,0,
staphylococcus_aureus,amoxicillin,false,0,
staphylococcus_aureus,piperacillin,true,0.9998,target_site_pbp2a_meca;enzyme_bla_z;mutation_pbp_mosaic
staphylococcus_aureus,ticarcillin,true,0.9998,target_site_pbp2a_meca;enzyme_bla_z;mutation_pbp_mosaic
staphylococcus_aureus,cephalexin,true,0.996,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,cefazolin,true,0.996,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,cefuroxime,true,0.996,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,ceftriaxone,true,0.993,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,ceftazidime,false,0,
staphylococcus_aureus,cefepime,true,0.745,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,ceftaroline,true,0.15000000000000002,mutation_pbp_mosaic
staphylococcus_aureus,ceftolozane_tazobactam,false,0,
staphylococcus_aureus,cefiderocol,false,0,
staphylococcus_aureus,meropenem,true,0.85,target_site_pbp2a_meca
staphylococcus_aureus,imipenem_c,true,0.85,target_site_pbp2a_meca
staphylococcus_aureus,ertapenem,true,0.85,target_site_pbp2a_meca
staphylococcus_aureus,aztreonam,false,0,
staphylococcus_aureus,erythromycin,true,0.9,target_site_erm_b
staphylococcus_aureus,azithromycin,true,0.9,target_site_erm_b
staphylococcus_aureus,clarithromycin,true,0.9,target_site_erm_b
staphylococcus_aureus,clindamycin,true,0.97,target_site_erm_b;target_site_cfr
staphylococcus_aureus,gentamicin,true,0.85,enzyme_aac_aph
staphylococcus_aureus,tobramycin,true,0.85,enzyme_aac_aph
staphylococcus_aureus,amikacin,true,0.85,enzyme_aac_aph
staphylococcus_aureus,ciprofloxacin,true,0.9744999999999999,mutation_gyra_primary;mutation_gyra_parc_secondary;global_efflux_pump
staphylococcus_aureus,levofloxacin,true,0.95,mutation_gyra_parc_secondary
staphylococcus_aureus,moxifloxacin,true,0.95,mutation_gyra_parc_secondary
staphylococcus_aureus,ofloxacin,true,0.97,mutation_gyra_primary;mutation_gyra_parc_secondary
staphylococcus_aureus,tetracycline,true,0.915,global_efflux_pump;protection_tet_m
staphylococcus_aureus,doxycycline,true,0.915,global_efflux_pump;protection_tet_m
staphylococcus_aureus,minocycline,true,0.915,global_efflux_pump;protection_tet_m
staphylococcus_aureus,tigecycline,true,0.15000000000000002,global_efflux_pump
staphylococcus_aureus,vancomycin,true,0.997,target_site_van_a;target_site_van_b
staphylococcus_aureus,teicoplanin,true,0.99,target_site_van_a
staphylococcus_aureus,dalbavancin,true,0.99,target_site_van_a
staphylococcus_aureus,linezolid,true,0.985,target_site_cfr;mutation_23s_rrna_oxazolidinone
staphylococcus_aureus,tedizolid,true,0.985,target_site_cfr;mutation_23s_rrna_oxazolidinone
staphylococcus_aureus,daptomycin,true,0.6,mutation_mpr_f
staphylococcus_aureus,quinu_dalfo,true,0.9,target_site_erm_b
staphylococcus_aureus,trim_sulf,true,0.85,mutation_folate_pathway
staphylococcus_aureus,chloramphenicol,true,0.9744999999999999,target_site_cfr;enzyme_cat;global_efflux_pump
staphylococcus_aureus,nitrofurantoin,false,0,
staphylococcus_aureus,fosfomycin,true,0.8,enzyme_fos
staphylococcus_aureus,retapamulin,true,0.95,target_site_cfr
staphylococcus_aureus,fusidic_a,true,0.7,protection_fus_b
staphylococcus_aureus,metronidazole,false,0,
staphylococcus_aureus,fidaxomicin,false,0,
staphylococcus_aureus,furazolidone,false,0,
staphylococcus_aureus,rifampicin,true,0.95,mutation_rpo_b
staphylococcus_aureus,amoxicillin_clavulanate,true,0.997,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,piperacillin_tazobactam,true,0.997,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,ampicillin_sulbactam,true,0.997,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,ticarcillin_clavulanate,true,0.997,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,ceftazidime_avibactam,false,0,
staphylococcus_aureus,meropenem_vaborbactam,true,0.99,target_site_pbp2a_meca
staphylococcus_aureus,colistin,false,0,
staphylococcus_aureus,flucloxacillin,true,0.998,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,aztreonam_avibactam,false,0,
staphylococcus_aureus,cefixime,true,0.993,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_aureus,nalidixic_acid,false,0,
staphylococcus_epidermidis,sulfanilamide,false,0,
staphylococcus_epidermidis,penicillin_g,false,0,
staphylococcus_epidermidis,ampicillin,false,0,
staphylococcus_epidermidis,amoxicillin,false,0,
staphylococcus_epidermidis,piperacillin,true,0.9998,target_site_pbp2a_meca;enzyme_bla_z;mutation_pbp_mosaic
staphylococcus_epidermidis,ticarcillin,true,0.9998,target_site_pbp2a_meca;enzyme_bla_z;mutation_pbp_mosaic
staphylococcus_epidermidis,cephalexin,true,0.996,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_epidermidis,cefazolin,true,0.996,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_epidermidis,cefuroxime,true,0.996,target_site_pbp2a_meca;mutation_pbp_mosaic
staphylococcus_epidermidis,ceftriaxone,false,0,
staphylococcus_epidermidis,ceftazidime,false,0,
staphylococcus_epidermidis,cefepime,true,0.745,target_site_pbp2a_meca;mutation_pbp_mosaic
