target_set_version,component,bacteria,drug,value,cell_status,include_in_score,score_exclusion_reason,target_type,provenance_class,source_id,reference_year,geography,infection_or_specimen,care_setting,target_denominator,uncertainty_lower,uncertainty_upper,transformation,rationale,evidence_weight,score_row_weight
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,ofloxacin,0.45,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__mycoplasma_genitalium,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,tetracycline,0.35,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__mycoplasma_genitalium,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,doxycycline,0.35,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__mycoplasma_genitalium,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,minocycline,0.3,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__mycoplasma_genitalium,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,tigecycline,0.3,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__mycoplasma_genitalium,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,vancomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,fidaxomicin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,teicoplanin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,dalbavancin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,linezolid,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,tedizolid,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,daptomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,quinu_dalfo,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,trim_sulf,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,chloramphenicol,,legacy_unclassified_missing,false,legacy_prevalence_target_missing,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,nitrofurantoin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,fosfomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,retapamulin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,fusidic_a,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,metronidazole,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,furazolidone,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,rifampicin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;hard_exclusion_rifampicin;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,amoxicillin_clavulanate,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,piperacillin_tazobactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,ampicillin_sulbactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,ticarcillin_clavulanate,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,ceftazidime_avibactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,aztreonam_avibactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,meropenem_vaborbactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,colistin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,flucloxacillin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,cefiderocol,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Mycoplasma genitalium,ceftolozane_tazobactam,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__mycoplasma_genitalium,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,sulfanilamide,0.25,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,penicillin_g,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ampicillin,0.65,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,amoxicillin,0.65,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,piperacillin,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ticarcillin,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,cephalexin,0.6,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,cefazolin,0.6,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,cefuroxime,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ceftriaxone,0.5,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,cefixime,0.5,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ceftazidime,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,cefepime,0.5,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ceftaroline,0.6,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,meropenem,0.2,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,imipenem_c,0.2,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ertapenem,0.25,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,aztreonam,0.5,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,erythromycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,azithromycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,clarithromycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,clindamycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,gentamicin,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,tobramycin,0.6,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,amikacin,0.45,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ciprofloxacin,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,levofloxacin,0.5,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,moxifloxacin,0.5,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ofloxacin,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,tetracycline,0.4,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,doxycycline,0.35,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,minocycline,0.3,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,tigecycline,0.3,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,vancomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,fidaxomicin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,teicoplanin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,dalbavancin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,linezolid,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,tedizolid,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,daptomycin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,quinu_dalfo,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,trim_sulf,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,chloramphenicol,0.45,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,nitrofurantoin,0.25,active_target_model_unrepresentable,false,model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,fosfomycin,0.25,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,retapamulin,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,fusidic_a,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,metronidazole,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,furazolidone,,legacy_unclassified_missing,false,legacy_prevalence_target_missing;model_baseline_potency_below_0.15,not_assigned,not_assigned,legacy_prevalence_note__providencia_stuartii,,,,,,,,,,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,rifampicin,0.45,active_target_model_unrepresentable,false,hard_exclusion_rifampicin;model_baseline_potency_below_0.15,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,0.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,amoxicillin_clavulanate,0.4,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,piperacillin_tazobactam,0.35,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
resistance_targets_v1,resistance_prevalence_any_r_positive,Providencia stuartii,ampicillin_sulbactam,0.55,active_target,true,,evidence_informed_calibration_benchmark,evidence_informed_benchmark_cell_provenance_unrecovered,legacy_prevalence_note__providencia_stuartii,2025,global_model_scope,unspecified,all_settings,source_definition_unrecovered,,,legacy_cell_transformation_unrecovered,legacy_bacterium_level_note,,1.0
