source_region,un_location_code,year,age,population_thousands,source_row
Africa,903,2023,33,19631.276,2537
Africa,903,2023,34,19098.3845,2537
Africa,903,2023,35,18561.9325,2537
Africa,903,2023,36,18053.086,2537
Africa,903,2023,37,17535.9905,2537
Africa,903,2023,38,16982.9275,2537
Africa,903,2023,39,16420.626,2537
Africa,903,2023,40,15853.5695,2537
Africa,903,2023,41,15298.958,2537
Africa,903,2023,42,14759.747,2537
Africa,903,2023,43,14215.0265,2537
Africa,903,2023,44,13636.966,2537
Africa,903,2023,45,13031.3735,2537
Africa,903,2023,46,12458.235,2537
Africa,903,2023,47,11927.7185,2537
Africa,903,2023,48,11415.988,2537
Africa,903,2023,49,10925.457,2537
Africa,903,2023,50,10483.672,2537
Africa,903,2023,51,10069.8795,2537
Africa,903,2023,52,9659.8075,2537
Africa,903,2023,53,9265.0965,2537
Africa,903,2023,54,8868.7795,2537
Africa,903,2023,55,8470.3795,2537
Africa,903,2023,56,8093.4465,2537
Africa,903,2023,57,7740.5605,2537
Africa,903,2023,58,7415.9385,2537
Africa,903,2023,59,7094.7165,2537
Africa,903,2023,60,6761.9915,2537
Africa,903,2023,61,6428.56,2537
Africa,903,2023,62,6092.5375,2537
Africa,903,2023,63,5766.5895,2537
Africa,903,2023,64,5443.9375,2537
Africa,903,2023,65,5117.901,2537
Africa,903,2023,66,4802.7355,2537
Africa,903,2023,67,4493.701,2537
Africa,903,2023,68,4190.3885,2537
Africa,903,2023,69,3888.657,2537
Africa,903,2023,70,3585.1185,2537
Africa,903,2023,71,3287.0665,2537
Africa,903,2023,72,2989.4135,2537
Africa,903,2023,73,2702.643,2537
Africa,903,2023,74,2433.937,2537
Africa,903,2023,75,2195.9435,2537
Africa,903,2023,76,1970.7615,2537
Africa,903,2023,77,1742.228,2537
Africa,903,2023,78,1529.7845,2537
Africa,903,2023,79,1338.395,2537
Africa,903,2023,80,1169.2565,2537
Africa,903,2023,81,1012.9475,2537
Africa,903,2023,82,868.136,2537
Africa,903,2023,83,738.5485,2537
Africa,903,2023,84,623.0435,2537
Africa,903,2023,85,519.026,2537
Africa,903,2023,86,423.662,2537
Africa,903,2023,87,339.4775,2537
Africa,903,2023,88,269.6845,2537
Africa,903,2023,89,212.644,2537
Africa,903,2023,90,164.902,2537
Africa,903,2023,91,125.036,2537
Africa,903,2023,92,92.9285,2537
Africa,903,2023,93,67.7965,2537
Africa,903,2023,94,48.5545,2537
Africa,903,2023,95,34.193,2537
Africa,903,2023,96,23.6115,2537
Africa,903,2023,97,16.076,2537
Africa,903,2023,98,10.9055,2537
Africa,903,2023,99,7.412,2537
Africa,903,2023,100+,13.84,2537
Asia,935,2023,0,64673.1775,7273
Asia,935,2023,1,65213.0275,7273
Asia,935,2023,2,66414.1545,7273
Asia,935,2023,3,68960.656,7273
Asia,935,2023,4,71407.5115,7273
Asia,935,2023,5,73525.05,7273
Asia,935,2023,6,75483.7325,7273
Asia,935,2023,7,75660.7615,7273
Asia,935,2023,8,75884.4735,7273
Asia,935,2023,9,76652.9805,7273
Asia,935,2023,10,77640.9565,7273
Asia,935,2023,11,77499.9605,7273
Asia,935,2023,12,76424.903,7273
Asia,935,2023,13,76264.12,7273
Asia,935,2023,14,75843.8495,7273
Asia,935,2023,15,74888.0215,7273
Asia,935,2023,16,73940.136,7273
Asia,935,2023,17,73214.939,7273
Asia,935,2023,18,72830.5195,7273
Asia,935,2023,19,72544.12,7273
Asia,935,2023,20,72342.3185,7273
Asia,935,2023,21,72403.3825,7273
Asia,935,2023,22,72745.1095,7273
Asia,935,2023,23,72281.298,7273
Asia,935,2023,24,71524.491,7273
Asia,935,2023,25,71640.102,7273
Asia,935,2023,26,71943.689,7273
Asia,935,2023,27,72257.3585,7273
Asia,935,2023,28,72433.4875,7273
Asia,935,2023,29,72494.5195,7273
Asia,935,2023,30,72713.7605,7273
Asia,935,2023,31,73392.669,7273
Asia,935,2023,32,76087.5975,7273
Asia,935,2023,33,77596.686,7273
Asia,935,2023,34,76201.016,7273
Asia,935,2023,35,75653.1635,7273
Asia,935,2023,36,74872.096,7273
Asia,935,2023,37,72690.107,7273
Asia,935,2023,38,70572.3835,7273
Asia,935,2023,39,68575.7035,7273
Asia,935,2023,40,68085.5255,7273
Asia,935,2023,41,67235.629,7273
Asia,935,2023,42,64729.4615,7273
Asia,935,2023,43,62739.65,7273
Asia,935,2023,44,60624.762,7273
Asia,935,2023,45,58905.3255,7273
Asia,935,2023,46,58611.693,7273
Asia,935,2023,47,58759.656,7273
Asia,935,2023,48,59245.325,7273
Asia,935,2023,49,60234.5075,7273
Asia,935,2023,50,60425.0685,7273
Asia,935,2023,51,60139.9725,7273
Asia,935,2023,52,60081.6305,7273
Asia,935,2023,53,59254.3485,7273
Asia,935,2023,54,58036.9005,7273
Asia,935,2023,55,55349.2085,7273
Asia,935,2023,56,52869.8665,7273
Asia,935,2023,57,52651.597,7273
Asia,935,2023,58,51945.662,7273
Asia,935,2023,59,51939.503,7273
Asia,935,2023,60,49415.831,7273
Asia,935,2023,61,41746.7895,7273
Asia,935,2023,62,37042.982,7273
Asia,935,2023,63,36330.751,7273
Asia,935,2023,64,36564.9675,7273
Asia,935,2023,65,37711.315,7273
Asia,935,2023,66,36687.637,7273
Asia,935,2023,67,35079.4895,7273
Asia,935,2023,68,34004.3375,7273
Asia,935,2023,69,31966.7535,7273
Asia,935,2023,70,30487.307,7273
Asia,935,2023,71,28432.9315,7273
Asia,935,2023,72,26139.075,7273
Asia,935,2023,73,24032.783,7273
Asia,935,2023,74,21465.6835,7273
Asia,935,2023,75,19495.472,7273
Asia,935,2023,76,17697.119,7273
Asia,935,2023,77,15631.6175,7273
Asia,935,2023,78,13822.0235,7273
Asia,935,2023,79,12671.214,7273
Asia,935,2023,80,11685.8565,7273
Asia,935,2023,81,10738.889,7273
Asia,935,2023,82,9727.312,7273
Asia,935,2023,83,8570.058,7273
Asia,935,2023,84,7497.8685,7273
Asia,935,2023,85,6614.7,7273
Asia,935,2023,86,5791.547,7273
Asia,935,2023,87,4988.8125,7273
Asia,935,2023,88,4197.907,7273
Asia,935,2023,89,3461.666,7273
Asia,935,2023,90,2787.5155,7273
Asia,935,2023,91,2184.373,7273
Asia,935,2023,92,1702.1555,7273
Asia,935,2023,93,1292.2605,7273
Asia,935,2023,94,952.2575,7273
Asia,935,2023,95,687.0525,7273
Asia,935,2023,96,481.846,7273
Asia,935,2023,97,336.2665,7273
Asia,935,2023,98,230.1245,7273
Asia,935,2023,99,151.1515,7273
Asia,935,2023,100+,245.505,7273
Caribbean,915,2023,0,638.474,15636
Caribbean,915,2023,1,637.4465,15636
Caribbean,915,2023,2,642.895,15636
Caribbean,915,2023,3,651.8005,15636
Caribbean,915,2023,4,660.9925,15636
Caribbean,915,2023,5,665.648,15636
Caribbean,915,2023,6,669.204,15636
Caribbean,915,2023,7,677.1845,15636
Caribbean,915,2023,8,683.0425,15636
Caribbean,915,2023,9,686.035,15636
