metric_index,metric,source_column,component,metric_kind,sd_group,signed_sd_score,absolute_sd_score
1030,carrier_at_risk_person_days_by_bacteria[invasive_non-typhoidal_salmonella_spp.],carrier_at_risk_person_days_by_bacteria,invasive_non-typhoidal_salmonella_spp.,bacteria_vector,finite_1_to_<2,1.6475158374053356,1.6475158374053356
1031,carrier_at_risk_person_days_by_bacteria[shigella_spp.],carrier_at_risk_person_days_by_bacteria,shigella_spp.,bacteria_vector,finite_1_to_<2,1.7216713834242201,1.7216713834242201
1032,carrier_at_risk_person_days_by_bacteria[neisseria_gonorrhoeae],carrier_at_risk_person_days_by_bacteria,neisseria_gonorrhoeae,bacteria_vector,finite_1_to_<2,1.1666873352053153,1.1666873352053153
1033,carrier_at_risk_person_days_by_bacteria[streptococcus_pyogenes],carrier_at_risk_person_days_by_bacteria,streptococcus_pyogenes,bacteria_vector,finite_<1,-0.18707895661916735,0.18707895661916735
1034,carrier_at_risk_person_days_by_bacteria[streptococcus_agalactiae],carrier_at_risk_person_days_by_bacteria,streptococcus_agalactiae,bacteria_vector,finite_<1,0.070811863771786596,0.070811863771786596
1035,carrier_at_risk_person_days_by_bacteria[haemophilus_influenzae],carrier_at_risk_person_days_by_bacteria,haemophilus_influenzae,bacteria_vector,finite_>=5,5.6023419578944527,5.6023419578944527
1036,carrier_at_risk_person_days_by_bacteria[chlamydia_trachomatis],carrier_at_risk_person_days_by_bacteria,chlamydia_trachomatis,bacteria_vector,finite_<1,0.26419885120445458,0.26419885120445458
1037,carrier_at_risk_person_days_by_bacteria[mycoplasma_genitalium],carrier_at_risk_person_days_by_bacteria,mycoplasma_genitalium,bacteria_vector,finite_<1,0.13540435743602219,0.13540435743602219
1038,carrier_at_risk_person_days_by_bacteria[vibrio_cholerae],carrier_at_risk_person_days_by_bacteria,vibrio_cholerae,bacteria_vector,finite_1_to_<2,1.6560141749288833,1.6560141749288833
1039,carrier_at_risk_person_days_by_bacteria[neisseria_meningitidis],carrier_at_risk_person_days_by_bacteria,neisseria_meningitidis,bacteria_vector,finite_<1,0.15244323470208099,0.15244323470208099
1040,carrier_at_risk_person_days_by_bacteria[listeria_monocytogenes],carrier_at_risk_person_days_by_bacteria,listeria_monocytogenes,bacteria_vector,finite_<1,0.61861159915282682,0.61861159915282682
1041,carrier_at_risk_person_days_by_bacteria[clostridioides_difficile],carrier_at_risk_person_days_by_bacteria,clostridioides_difficile,bacteria_vector,finite_1_to_<2,1.3714032186123983,1.3714032186123983
1042,carrier_at_risk_person_days_by_bacteria[bacteroides_fragilis],carrier_at_risk_person_days_by_bacteria,bacteroides_fragilis,bacteria_vector,finite_<1,0.1771538119101608,0.1771538119101608
1043,carrier_at_risk_person_days_by_bacteria[campylobacter_jejuni],carrier_at_risk_person_days_by_bacteria,campylobacter_jejuni,bacteria_vector,finite_<1,0.4628506417886627,0.4628506417886627
1044,carrier_at_risk_person_days_by_bacteria[enterobacter_cloacae],carrier_at_risk_person_days_by_bacteria,enterobacter_cloacae,bacteria_vector,finite_1_to_<2,1.1617339675653069,1.1617339675653069
1045,carrier_at_risk_person_days_by_bacteria[yersinia_enterocolitica],carrier_at_risk_person_days_by_bacteria,yersinia_enterocolitica,bacteria_vector,finite_1_to_<2,1.2231854231583112,1.2231854231583112
1046,carrier_at_risk_person_days_by_bacteria[moraxella_catarrhalis],carrier_at_risk_person_days_by_bacteria,moraxella_catarrhalis,bacteria_vector,finite_<1,0.26533421607797764,0.26533421607797764
1047,carrier_at_risk_person_days_by_bacteria[treponema_pallidum],carrier_at_risk_person_days_by_bacteria,treponema_pallidum,bacteria_vector,finite_<1,0.69222154412784076,0.69222154412784076
1048,carrier_at_risk_person_days_by_bacteria[bordetella_pertussis],carrier_at_risk_person_days_by_bacteria,bordetella_pertussis,bacteria_vector,finite_2_to_<3,2.4455845113957797,2.4455845113957797
1049,carrier_at_risk_person_days_by_bacteria[helicobacter_pylori],carrier_at_risk_person_days_by_bacteria,helicobacter_pylori,bacteria_vector,zero_sd_exact,,
1050,carrier_at_risk_person_days_by_bacteria[mdr_mycobacterium_tuberculosis],carrier_at_risk_person_days_by_bacteria,mdr_mycobacterium_tuberculosis,bacteria_vector,finite_>=5,8.3452218427537641,8.3452218427537641
1051,carrier_at_risk_person_days_by_bacteria[mycoplasma_pneumoniae],carrier_at_risk_person_days_by_bacteria,mycoplasma_pneumoniae,bacteria_vector,finite_2_to_<3,2.2831811205846213,2.2831811205846213
1052,carrier_at_risk_person_days_by_bacteria[legionella_pneumophila],carrier_at_risk_person_days_by_bacteria,legionella_pneumophila,bacteria_vector,finite_3_to_<5,4.1546362009442745,4.1546362009442745
1053,carrier_at_risk_person_days_by_bacteria[burkholderia_cepacia_complex],carrier_at_risk_person_days_by_bacteria,burkholderia_cepacia_complex,bacteria_vector,finite_>=5,6.1079812693961184,6.1079812693961184
1054,non_carrier_at_risk_person_days_by_bacteria[acinetobacter_baumannii],non_carrier_at_risk_person_days_by_bacteria,acinetobacter_baumannii,bacteria_vector,finite_<1,0.044483768164597585,0.044483768164597585
1055,non_carrier_at_risk_person_days_by_bacteria[citrobacter_spp.],non_carrier_at_risk_person_days_by_bacteria,citrobacter_spp.,bacteria_vector,finite_<1,0.30313246008829964,0.30313246008829964
1056,non_carrier_at_risk_person_days_by_bacteria[enterobacter_spp.],non_carrier_at_risk_person_days_by_bacteria,enterobacter_spp.,bacteria_vector,finite_<1,-0.020297237623555779,0.020297237623555779
1057,non_carrier_at_risk_person_days_by_bacteria[enterococcus_faecalis],non_carrier_at_risk_person_days_by_bacteria,enterococcus_faecalis,bacteria_vector,finite_<1,-0.60449859747743817,0.60449859747743817
1058,non_carrier_at_risk_person_days_by_bacteria[enterococcus_faecium],non_carrier_at_risk_person_days_by_bacteria,enterococcus_faecium,bacteria_vector,finite_<1,-0.43746643044616318,0.43746643044616318
1059,non_carrier_at_risk_person_days_by_bacteria[escherichia_coli],non_carrier_at_risk_person_days_by_bacteria,escherichia_coli,bacteria_vector,finite_<1,-0.49529232882321139,0.49529232882321139
1060,non_carrier_at_risk_person_days_by_bacteria[klebsiella_pneumoniae],non_carrier_at_risk_person_days_by_bacteria,klebsiella_pneumoniae,bacteria_vector,finite_<1,-0.079778894421366903,0.079778894421366903
1061,non_carrier_at_risk_person_days_by_bacteria[morganella_spp.],non_carrier_at_risk_person_days_by_bacteria,morganella_spp.,bacteria_vector,finite_<1,0.020375960817531204,0.020375960817531204
1062,non_carrier_at_risk_person_days_by_bacteria[proteus_spp.],non_carrier_at_risk_person_days_by_bacteria,proteus_spp.,bacteria_vector,finite_<1,-0.13571981895323695,0.13571981895323695
1063,non_carrier_at_risk_person_days_by_bacteria[serratia_spp.],non_carrier_at_risk_person_days_by_bacteria,serratia_spp.,bacteria_vector,finite_<1,-0.19305972650171685,0.19305972650171685
1064,non_carrier_at_risk_person_days_by_bacteria[p_stuartii],non_carrier_at_risk_person_days_by_bacteria,p_stuartii,bacteria_vector,finite_<1,0.0092897141130773332,0.0092897141130773332
1065,non_carrier_at_risk_person_days_by_bacteria[pseudomonas_aeruginosa],non_carrier_at_risk_person_days_by_bacteria,pseudomonas_aeruginosa,bacteria_vector,finite_<1,-0.026513850453001933,0.026513850453001933
1066,non_carrier_at_risk_person_days_by_bacteria[stenotrophomonas_maltophilia],non_carrier_at_risk_person_days_by_bacteria,stenotrophomonas_maltophilia,bacteria_vector,finite_<1,0.0031279524453065532,0.0031279524453065532
1067,non_carrier_at_risk_person_days_by_bacteria[staphylococcus_aureus],non_carrier_at_risk_person_days_by_bacteria,staphylococcus_aureus,bacteria_vector,finite_<1,-0.24296370589333482,0.24296370589333482
1068,non_carrier_at_risk_person_days_by_bacteria[staphylococcus_epidermidis],non_carrier_at_risk_person_days_by_bacteria,staphylococcus_epidermidis,bacteria_vector,finite_<1,0.58909203441292834,0.58909203441292834
1069,non_carrier_at_risk_person_days_by_bacteria[streptococcus_pneumoniae],non_carrier_at_risk_person_days_by_bacteria,streptococcus_pneumoniae,bacteria_vector,finite_>=5,-8.5568136096483407,8.5568136096483407
1070,non_carrier_at_risk_person_days_by_bacteria[salmonella_enterica_serovar_typhi],non_carrier_at_risk_person_days_by_bacteria,salmonella_enterica_serovar_typhi,bacteria_vector,finite_<1,-0.57565556400499751,0.57565556400499751
1071,non_carrier_at_risk_person_days_by_bacteria[salmonella_enterica_serovar_paratyphi_a],non_carrier_at_risk_person_days_by_bacteria,salmonella_enterica_serovar_paratyphi_a,bacteria_vector,finite_<1,0.11486528272116255,0.11486528272116255
1072,non_carrier_at_risk_person_days_by_bacteria[invasive_non-typhoidal_salmonella_spp.],non_carrier_at_risk_person_days_by_bacteria,invasive_non-typhoidal_salmonella_spp.,bacteria_vector,finite_<1,0.073916844127194251,0.073916844127194251
1073,non_carrier_at_risk_person_days_by_bacteria[shigella_spp.],non_carrier_at_risk_person_days_by_bacteria,shigella_spp.,bacteria_vector,finite_<1,-0.02279536932528814,0.02279536932528814
1074,non_carrier_at_risk_person_days_by_bacteria[neisseria_gonorrhoeae],non_carrier_at_risk_person_days_by_bacteria,neisseria_gonorrhoeae,bacteria_vector,finite_<1,0.055093258106637587,0.055093258106637587
1075,non_carrier_at_risk_person_days_by_bacteria[streptococcus_pyogenes],non_carrier_at_risk_person_days_by_bacteria,streptococcus_pyogenes,bacteria_vector,finite_<1,0.33228087607588708,0.33228087607588708
1076,non_carrier_at_risk_person_days_by_bacteria[streptococcus_agalactiae],non_carrier_at_risk_person_days_by_bacteria,streptococcus_agalactiae,bacteria_vector,finite_<1,0.10285427088166782,0.10285427088166782
1077,non_carrier_at_risk_person_days_by_bacteria[haemophilus_influenzae],non_carrier_at_risk_person_days_by_bacteria,haemophilus_influenzae,bacteria_vector,finite_3_to_<5,-4.0361344984123733,4.0361344984123733
1078,non_carrier_at_risk_person_days_by_bacteria[chlamydia_trachomatis],non_carrier_at_risk_person_days_by_bacteria,chlamydia_trachomatis,bacteria_vector,finite_<1,0.075759552551298376,0.075759552551298376
1079,non_carrier_at_risk_person_days_by_bacteria[mycoplasma_genitalium],non_carrier_at_risk_person_days_by_bacteria,mycoplasma_genitalium,bacteria_vector,finite_<1,0.1293965264476471,0.1293965264476471
1080,non_carrier_at_risk_person_days_by_bacteria[vibrio_cholerae],non_carrier_at_risk_person_days_by_bacteria,vibrio_cholerae,bacteria_vector,finite_<1,0.10083411148662448,0.10083411148662448
1081,non_carrier_at_risk_person_days_by_bacteria[neisseria_meningitidis],non_carrier_at_risk_person_days_by_bacteria,neisseria_meningitidis,bacteria_vector,finite_<1,0.067016833233198653,0.067016833233198653
1082,non_carrier_at_risk_person_days_by_bacteria[listeria_monocytogenes],non_carrier_at_risk_person_days_by_bacteria,listeria_monocytogenes,bacteria_vector,finite_<1,-0.069858387243589712,0.069858387243589712
1083,non_carrier_at_risk_person_days_by_bacteria[clostridioides_difficile],non_carrier_at_risk_person_days_by_bacteria,clostridioides_difficile,bacteria_vector,finite_<1,-0.54902847624391526,0.54902847624391526
1084,non_carrier_at_risk_person_days_by_bacteria[bacteroides_fragilis],non_carrier_at_risk_person_days_by_bacteria,bacteroides_fragilis,bacteria_vector,finite_<1,-0.056875188278007791,0.056875188278007791
1085,non_carrier_at_risk_person_days_by_bacteria[campylobacter_jejuni],non_carrier_at_risk_person_days_by_bacteria,campylobacter_jejuni,bacteria_vector,finite_<1,0.031631965738015466,0.031631965738015466
1086,non_carrier_at_risk_person_days_by_bacteria[enterobacter_cloacae],non_carrier_at_risk_person_days_by_bacteria,enterobacter_cloacae,bacteria_vector,finite_<1,-0.52974036669648894,0.52974036669648894
1087,non_carrier_at_risk_person_days_by_bacteria[yersinia_enterocolitica],non_carrier_at_risk_person_days_by_bacteria,yersinia_enterocolitica,bacteria_vector,finite_<1,0.08620892315566947,0.08620892315566947
1088,non_carrier_at_risk_person_days_by_bacteria[moraxella_catarrhalis],non_carrier_at_risk_person_days_by_bacteria,moraxella_catarrhalis,bacteria_vector,finite_<1,-0.11029419077301922,0.11029419077301922
1089,non_carrier_at_risk_person_days_by_bacteria[treponema_pallidum],non_carrier_at_risk_person_days_by_bacteria,treponema_pallidum,bacteria_vector,finite_<1,0.099371797443401966,0.099371797443401966
1090,non_carrier_at_risk_person_days_by_bacteria[bordetella_pertussis],non_carrier_at_risk_person_days_by_bacteria,bordetella_pertussis,bacteria_vector,finite_<1,0.027646182558692296,0.027646182558692296
1091,non_carrier_at_risk_person_days_by_bacteria[helicobacter_pylori],non_carrier_at_risk_person_days_by_bacteria,helicobacter_pylori,bacteria_vector,finite_<1,0.14270715217005367,0.14270715217005367
1092,non_carrier_at_risk_person_days_by_bacteria[mdr_mycobacterium_tuberculosis],non_carrier_at_risk_person_days_by_bacteria,mdr_mycobacterium_tuberculosis,bacteria_vector,finite_2_to_<3,-2.6529453188745755,2.6529453188745755
1093,non_carrier_at_risk_person_days_by_bacteria[mycoplasma_pneumoniae],non_carrier_at_risk_person_days_by_bacteria,mycoplasma_pneumoniae,bacteria_vector,finite_1_to_<2,-1.07153493671781,1.07153493671781
1094,non_carrier_at_risk_person_days_by_bacteria[legionella_pneumophila],non_carrier_at_risk_person_days_by_bacteria,legionella_pneumophila,bacteria_vector,finite_<1,-0.2383354088998022,0.2383354088998022
1095,non_carrier_at_risk_person_days_by_bacteria[burkholderia_cepacia_complex],non_carrier_at_risk_person_days_by_bacteria,burkholderia_cepacia_complex,bacteria_vector,finite_<1,-0.30936909971815552,0.30936909971815552
1096,infection_acquisition_events_in_preexisting_carriers_by_bacteria[acinetobacter_baumannii],infection_acquisition_events_in_preexisting_carriers_by_bacteria,acinetobacter_baumannii,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1097,infection_acquisition_events_in_preexisting_carriers_by_bacteria[citrobacter_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,citrobacter_spp.,bacteria_vector,zero_sd_exact,,
1098,infection_acquisition_events_in_preexisting_carriers_by_bacteria[enterobacter_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,enterobacter_spp.,bacteria_vector,zero_sd_exact,,
1099,infection_acquisition_events_in_preexisting_carriers_by_bacteria[enterococcus_faecalis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,enterococcus_faecalis,bacteria_vector,zero_sd_exact,,
1100,infection_acquisition_events_in_preexisting_carriers_by_bacteria[enterococcus_faecium],infection_acquisition_events_in_preexisting_carriers_by_bacteria,enterococcus_faecium,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1101,infection_acquisition_events_in_preexisting_carriers_by_bacteria[escherichia_coli],infection_acquisition_events_in_preexisting_carriers_by_bacteria,escherichia_coli,bacteria_vector,finite_<1,-0.029235267310234205,0.029235267310234205
1102,infection_acquisition_events_in_preexisting_carriers_by_bacteria[klebsiella_pneumoniae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,klebsiella_pneumoniae,bacteria_vector,finite_<1,0,0
1103,infection_acquisition_events_in_preexisting_carriers_by_bacteria[morganella_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,morganella_spp.,bacteria_vector,zero_sd_exact,,
1104,infection_acquisition_events_in_preexisting_carriers_by_bacteria[proteus_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,proteus_spp.,bacteria_vector,zero_sd_exact,,
1105,infection_acquisition_events_in_preexisting_carriers_by_bacteria[serratia_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,serratia_spp.,bacteria_vector,zero_sd_exact,,
1106,infection_acquisition_events_in_preexisting_carriers_by_bacteria[p_stuartii],infection_acquisition_events_in_preexisting_carriers_by_bacteria,p_stuartii,bacteria_vector,zero_sd_exact,,
1107,infection_acquisition_events_in_preexisting_carriers_by_bacteria[pseudomonas_aeruginosa],infection_acquisition_events_in_preexisting_carriers_by_bacteria,pseudomonas_aeruginosa,bacteria_vector,zero_sd_exact,,
1108,infection_acquisition_events_in_preexisting_carriers_by_bacteria[stenotrophomonas_maltophilia],infection_acquisition_events_in_preexisting_carriers_by_bacteria,stenotrophomonas_maltophilia,bacteria_vector,zero_sd_exact,,
1109,infection_acquisition_events_in_preexisting_carriers_by_bacteria[staphylococcus_aureus],infection_acquisition_events_in_preexisting_carriers_by_bacteria,staphylococcus_aureus,bacteria_vector,finite_<1,0.59131239598908258,0.59131239598908258
1110,infection_acquisition_events_in_preexisting_carriers_by_bacteria[staphylococcus_epidermidis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,staphylococcus_epidermidis,bacteria_vector,zero_sd_mismatch,,
1111,infection_acquisition_events_in_preexisting_carriers_by_bacteria[streptococcus_pneumoniae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,streptococcus_pneumoniae,bacteria_vector,finite_<1,-0.32250374786806602,0.32250374786806602
1112,infection_acquisition_events_in_preexisting_carriers_by_bacteria[salmonella_enterica_serovar_typhi],infection_acquisition_events_in_preexisting_carriers_by_bacteria,salmonella_enterica_serovar_typhi,bacteria_vector,zero_sd_exact,,
1113,infection_acquisition_events_in_preexisting_carriers_by_bacteria[salmonella_enterica_serovar_paratyphi_a],infection_acquisition_events_in_preexisting_carriers_by_bacteria,salmonella_enterica_serovar_paratyphi_a,bacteria_vector,zero_sd_exact,,
1114,infection_acquisition_events_in_preexisting_carriers_by_bacteria[invasive_non-typhoidal_salmonella_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,invasive_non-typhoidal_salmonella_spp.,bacteria_vector,zero_sd_exact,,
1115,infection_acquisition_events_in_preexisting_carriers_by_bacteria[shigella_spp.],infection_acquisition_events_in_preexisting_carriers_by_bacteria,shigella_spp.,bacteria_vector,zero_sd_exact,,
1116,infection_acquisition_events_in_preexisting_carriers_by_bacteria[neisseria_gonorrhoeae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,neisseria_gonorrhoeae,bacteria_vector,zero_sd_exact,,
1117,infection_acquisition_events_in_preexisting_carriers_by_bacteria[streptococcus_pyogenes],infection_acquisition_events_in_preexisting_carriers_by_bacteria,streptococcus_pyogenes,bacteria_vector,finite_<1,0,0
1118,infection_acquisition_events_in_preexisting_carriers_by_bacteria[streptococcus_agalactiae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,streptococcus_agalactiae,bacteria_vector,zero_sd_mismatch,,
1119,infection_acquisition_events_in_preexisting_carriers_by_bacteria[haemophilus_influenzae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,haemophilus_influenzae,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1120,infection_acquisition_events_in_preexisting_carriers_by_bacteria[chlamydia_trachomatis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,chlamydia_trachomatis,bacteria_vector,finite_<1,0,0
1121,infection_acquisition_events_in_preexisting_carriers_by_bacteria[mycoplasma_genitalium],infection_acquisition_events_in_preexisting_carriers_by_bacteria,mycoplasma_genitalium,bacteria_vector,zero_sd_mismatch,,
1122,infection_acquisition_events_in_preexisting_carriers_by_bacteria[vibrio_cholerae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,vibrio_cholerae,bacteria_vector,zero_sd_exact,,
1123,infection_acquisition_events_in_preexisting_carriers_by_bacteria[neisseria_meningitidis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,neisseria_meningitidis,bacteria_vector,zero_sd_exact,,
1124,infection_acquisition_events_in_preexisting_carriers_by_bacteria[listeria_monocytogenes],infection_acquisition_events_in_preexisting_carriers_by_bacteria,listeria_monocytogenes,bacteria_vector,zero_sd_exact,,
1125,infection_acquisition_events_in_preexisting_carriers_by_bacteria[clostridioides_difficile],infection_acquisition_events_in_preexisting_carriers_by_bacteria,clostridioides_difficile,bacteria_vector,zero_sd_exact,,
1126,infection_acquisition_events_in_preexisting_carriers_by_bacteria[bacteroides_fragilis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,bacteroides_fragilis,bacteria_vector,finite_<1,-0.20483662259967567,0.20483662259967567
1127,infection_acquisition_events_in_preexisting_carriers_by_bacteria[campylobacter_jejuni],infection_acquisition_events_in_preexisting_carriers_by_bacteria,campylobacter_jejuni,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1128,infection_acquisition_events_in_preexisting_carriers_by_bacteria[enterobacter_cloacae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,enterobacter_cloacae,bacteria_vector,zero_sd_exact,,
1129,infection_acquisition_events_in_preexisting_carriers_by_bacteria[yersinia_enterocolitica],infection_acquisition_events_in_preexisting_carriers_by_bacteria,yersinia_enterocolitica,bacteria_vector,zero_sd_exact,,
1130,infection_acquisition_events_in_preexisting_carriers_by_bacteria[moraxella_catarrhalis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,moraxella_catarrhalis,bacteria_vector,finite_<1,0.27735009811261457,0.27735009811261457
1131,infection_acquisition_events_in_preexisting_carriers_by_bacteria[treponema_pallidum],infection_acquisition_events_in_preexisting_carriers_by_bacteria,treponema_pallidum,bacteria_vector,zero_sd_exact,,
1132,infection_acquisition_events_in_preexisting_carriers_by_bacteria[bordetella_pertussis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,bordetella_pertussis,bacteria_vector,zero_sd_exact,,
1133,infection_acquisition_events_in_preexisting_carriers_by_bacteria[helicobacter_pylori],infection_acquisition_events_in_preexisting_carriers_by_bacteria,helicobacter_pylori,bacteria_vector,zero_sd_exact,,
1134,infection_acquisition_events_in_preexisting_carriers_by_bacteria[mdr_mycobacterium_tuberculosis],infection_acquisition_events_in_preexisting_carriers_by_bacteria,mdr_mycobacterium_tuberculosis,bacteria_vector,zero_sd_exact,,
1135,infection_acquisition_events_in_preexisting_carriers_by_bacteria[mycoplasma_pneumoniae],infection_acquisition_events_in_preexisting_carriers_by_bacteria,mycoplasma_pneumoniae,bacteria_vector,finite_<1,0.27735009811261457,0.27735009811261457
1136,infection_acquisition_events_in_preexisting_carriers_by_bacteria[legionella_pneumophila],infection_acquisition_events_in_preexisting_carriers_by_bacteria,legionella_pneumophila,bacteria_vector,zero_sd_exact,,
1137,infection_acquisition_events_in_preexisting_carriers_by_bacteria[burkholderia_cepacia_complex],infection_acquisition_events_in_preexisting_carriers_by_bacteria,burkholderia_cepacia_complex,bacteria_vector,zero_sd_exact,,
1138,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[acinetobacter_baumannii],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,acinetobacter_baumannii,bacteria_vector,zero_sd_exact,,
1139,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[citrobacter_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,citrobacter_spp.,bacteria_vector,zero_sd_exact,,
1140,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[enterobacter_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,enterobacter_spp.,bacteria_vector,zero_sd_exact,,
1141,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[enterococcus_faecalis],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,enterococcus_faecalis,bacteria_vector,zero_sd_exact,,
1142,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[enterococcus_faecium],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,enterococcus_faecium,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1143,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[escherichia_coli],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,escherichia_coli,bacteria_vector,finite_<1,0.27735009811261457,0.27735009811261457
1144,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[klebsiella_pneumoniae],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,klebsiella_pneumoniae,bacteria_vector,finite_<1,0.83205029433784372,0.83205029433784372
1145,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[morganella_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,morganella_spp.,bacteria_vector,zero_sd_exact,,
1146,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[proteus_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,proteus_spp.,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1147,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[serratia_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,serratia_spp.,bacteria_vector,zero_sd_exact,,
1148,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[p_stuartii],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,p_stuartii,bacteria_vector,zero_sd_exact,,
1149,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[pseudomonas_aeruginosa],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,pseudomonas_aeruginosa,bacteria_vector,zero_sd_mismatch,,
1150,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[stenotrophomonas_maltophilia],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,stenotrophomonas_maltophilia,bacteria_vector,zero_sd_exact,,
1151,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[staphylococcus_aureus],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,staphylococcus_aureus,bacteria_vector,finite_<1,-0.26533784520698772,0.26533784520698772
1152,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[staphylococcus_epidermidis],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,staphylococcus_epidermidis,bacteria_vector,zero_sd_exact,,
1153,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[streptococcus_pneumoniae],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,streptococcus_pneumoniae,bacteria_vector,finite_<1,0.51355259101309547,0.51355259101309547
1154,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[salmonella_enterica_serovar_typhi],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,salmonella_enterica_serovar_typhi,bacteria_vector,finite_<1,-0.24403555043462524,0.24403555043462524
1155,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[salmonella_enterica_serovar_paratyphi_a],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,salmonella_enterica_serovar_paratyphi_a,bacteria_vector,zero_sd_mismatch,,
1156,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[invasive_non-typhoidal_salmonella_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,invasive_non-typhoidal_salmonella_spp.,bacteria_vector,finite_<1,-0.27735009811261457,0.27735009811261457
1157,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[shigella_spp.],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,shigella_spp.,bacteria_vector,finite_<1,-0.9943091539198089,0.9943091539198089
1158,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[neisseria_gonorrhoeae],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,neisseria_gonorrhoeae,bacteria_vector,finite_<1,-0.3675383350990134,0.3675383350990134
1159,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[streptococcus_pyogenes],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,streptococcus_pyogenes,bacteria_vector,finite_<1,0,0
1160,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[streptococcus_agalactiae],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,streptococcus_agalactiae,bacteria_vector,zero_sd_exact,,
1161,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[haemophilus_influenzae],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,haemophilus_influenzae,bacteria_vector,zero_sd_exact,,
1162,infection_acquisition_events_in_preexisting_non_carriers_by_bacteria[chlamydia_trachomatis],infection_acquisition_events_in_preexisting_non_carriers_by_bacteria,chlamydia_trachomatis,bacteria_vector,finite_<1,0.15930061258670528,0.15930061258670528
