metric_index,metric,source_column,component,metric_kind,sd_group,signed_sd_score,absolute_sd_score
39,diagnostic_cascade_eligible_symptomatic_infections_community,diagnostic_cascade_eligible_symptomatic_infections_community,,scalar,finite_>=5,-19.284884023340439,19.284884023340439
40,diagnostic_cascade_bacterial_identification_done_community,diagnostic_cascade_bacterial_identification_done_community,,scalar,finite_3_to_<5,-4.817482071826829,4.817482071826829
41,diagnostic_cascade_resistance_testing_done_community,diagnostic_cascade_resistance_testing_done_community,,scalar,finite_2_to_<3,-2.8974307403465045,2.8974307403465045
42,diagnostic_cascade_targeted_treatment_started_community,diagnostic_cascade_targeted_treatment_started_community,,scalar,finite_3_to_<5,-3.9913475996451053,3.9913475996451053
43,diagnostic_cascade_effective_targeted_treatment_started_community,diagnostic_cascade_effective_targeted_treatment_started_community,,scalar,finite_3_to_<5,-3.9913475996451053,3.9913475996451053
44,diagnostic_cascade_eligible_symptomatic_infections_hospital,diagnostic_cascade_eligible_symptomatic_infections_hospital,,scalar,finite_>=5,-34.28468074355817,34.28468074355817
45,diagnostic_cascade_bacterial_identification_done_hospital,diagnostic_cascade_bacterial_identification_done_hospital,,scalar,finite_>=5,-17.366949233774623,17.366949233774623
46,diagnostic_cascade_resistance_testing_done_hospital,diagnostic_cascade_resistance_testing_done_hospital,,scalar,finite_>=5,-7.4403998556810933,7.4403998556810933
47,diagnostic_cascade_targeted_treatment_started_hospital,diagnostic_cascade_targeted_treatment_started_hospital,,scalar,finite_>=5,-13.376138282457323,13.376138282457323
48,diagnostic_cascade_effective_targeted_treatment_started_hospital,diagnostic_cascade_effective_targeted_treatment_started_hospital,,scalar,finite_>=5,-13.406593283812549,13.406593283812549
49,sepsis_onset_no_antibiotic_count,sepsis_onset_no_antibiotic_count,,scalar,finite_<1,-0.11826247919781653,0.11826247919781653
50,sepsis_onset_other_or_prophylaxis_only_count,sepsis_onset_other_or_prophylaxis_only_count,,scalar,zero_sd_exact,,
51,sepsis_onset_empiric_not_effective_count,sepsis_onset_empiric_not_effective_count,,scalar,finite_<1,-0.27735009811261457,0.27735009811261457
52,sepsis_onset_empiric_effective_count,sepsis_onset_empiric_effective_count,,scalar,finite_<1,-0.35082320772281173,0.35082320772281173
53,sepsis_onset_targeted_not_effective_count,sepsis_onset_targeted_not_effective_count,,scalar,zero_sd_mismatch,,
54,sepsis_onset_targeted_effective_count,sepsis_onset_targeted_effective_count,,scalar,zero_sd_exact,,
55,sepsis_onset_unknown_legacy_count,sepsis_onset_unknown_legacy_count,,scalar,zero_sd_exact,,
56,sepsis_effective_therapy_on_or_before_onset_count,sepsis_effective_therapy_on_or_before_onset_count,,scalar,finite_<1,-0.35082320772281173,0.35082320772281173
57,sepsis_effective_therapy_later_same_day_count,sepsis_effective_therapy_later_same_day_count,,scalar,zero_sd_exact,,
58,sepsis_effective_therapy_1_day_count,sepsis_effective_therapy_1_day_count,,scalar,zero_sd_exact,,
59,sepsis_effective_therapy_2_3_days_count,sepsis_effective_therapy_2_3_days_count,,scalar,zero_sd_exact,,
60,sepsis_effective_therapy_4plus_days_count,sepsis_effective_therapy_4plus_days_count,,scalar,zero_sd_exact,,
61,sepsis_no_effective_therapy_before_resolution_death_or_censoring_count,sepsis_no_effective_therapy_before_resolution_death_or_censoring_count,,scalar,finite_<1,-0.099095747975257636,0.099095747975257636
62,sepsis_no_effective_therapy_before_recovery_count,sepsis_no_effective_therapy_before_recovery_count,,scalar,finite_<1,0.27735009811261457,0.27735009811261457
63,sepsis_no_effective_therapy_before_death_count,sepsis_no_effective_therapy_before_death_count,,scalar,finite_<1,0,0
64,sepsis_no_effective_therapy_before_censoring_count,sepsis_no_effective_therapy_before_censoring_count,,scalar,finite_<1,-0.24403555043462524,0.24403555043462524
65,sepsis_no_effective_therapy_unknown_count,sepsis_no_effective_therapy_unknown_count,,scalar,zero_sd_exact,,
66,sepsis_effective_therapy_unknown_or_censored_count,sepsis_effective_therapy_unknown_or_censored_count,,scalar,zero_sd_exact,,
67,total_deaths,total_deaths,,scalar,finite_<1,0.59299945332888104,0.59299945332888104
68,deaths_background,deaths_background,,scalar,finite_<1,0.75955452531275003,0.75955452531275003
69,deaths_sepsis,deaths_sepsis,,scalar,finite_<1,-0.20483662259967567,0.20483662259967567
70,deaths_infection_non_sepsis,deaths_infection_non_sepsis,,scalar,zero_sd_exact,,
71,deaths_drug_toxicity,deaths_drug_toxicity,,scalar,zero_sd_exact,,
72,toxicity_drug_course_stop_events,toxicity_drug_course_stop_events,,scalar,zero_sd_exact,,
73,deaths_past_year,deaths_past_year,,scalar,finite_<1,-0.45497800655442999,0.45497800655442999
74,deaths_background_past_year,deaths_background_past_year,,scalar,finite_<1,-0.56757921748059958,0.56757921748059958
75,deaths_sepsis_past_year,deaths_sepsis_past_year,,scalar,finite_<1,0.055864533436274982,0.055864533436274982
76,deaths_infection_non_sepsis_past_year,deaths_infection_non_sepsis_past_year,,scalar,finite_<1,0.13702847626384054,0.13702847626384054
77,deaths_drug_toxicity_past_year,deaths_drug_toxicity_past_year,,scalar,zero_sd_exact,,
78,num_age_0_5,num_age_0_5,,scalar,finite_<1,0.28135528025891471,0.28135528025891471
79,num_age_6_14,num_age_6_14,,scalar,finite_<1,-0.40419020839370257,0.40419020839370257
80,num_age_15_49,num_age_15_49,,scalar,finite_<1,0.30677056411003439,0.30677056411003439
81,num_age_50_79,num_age_50_79,,scalar,finite_<1,-0.14777824127557518,0.14777824127557518
82,num_age_80plus,num_age_80plus,,scalar,finite_<1,-0.080814007468408666,0.080814007468408666
83,num_with_any_bacteria_microbiome,num_with_any_bacteria_microbiome,,scalar,finite_<1,0.14965405148349212,0.14965405148349212
84,people_on_1_drug,people_on_1_drug,,scalar,zero_sd_exact,,
85,people_on_2_drugs,people_on_2_drugs,,scalar,zero_sd_exact,,
86,people_on_3plus_drugs,people_on_3plus_drugs,,scalar,zero_sd_exact,,
88,acinetobacter_baumannii_currently_infected,acinetobacter_baumannii_currently_infected,,scalar,finite_<1,0,0
89,citrobacter_spp._currently_infected,citrobacter_spp._currently_infected,,scalar,zero_sd_exact,,
90,enterobacter_spp._currently_infected,enterobacter_spp._currently_infected,,scalar,finite_<1,0,0
91,enterococcus_faecalis_currently_infected,enterococcus_faecalis_currently_infected,,scalar,finite_<1,0.27735009811261457,0.27735009811261457
92,enterococcus_faecium_currently_infected,enterococcus_faecium_currently_infected,,scalar,finite_<1,-0.40967324519935133,0.40967324519935133
93,escherichia_coli_currently_infected,escherichia_coli_currently_infected,,scalar,finite_<1,-0.49022335909815917,0.49022335909815917
94,klebsiella_pneumoniae_currently_infected,klebsiella_pneumoniae_currently_infected,,scalar,finite_<1,-0.083466270357390446,0.083466270357390446
95,morganella_spp._currently_infected,morganella_spp._currently_infected,,scalar,finite_<1,-0.27735009811261457,0.27735009811261457
96,proteus_spp._currently_infected,proteus_spp._currently_infected,,scalar,finite_<1,-0.48807110086925048,0.48807110086925048
97,serratia_spp._currently_infected,serratia_spp._currently_infected,,scalar,zero_sd_exact,,
98,p_stuartii_currently_infected,p_stuartii_currently_infected,,scalar,zero_sd_exact,,
99,pseudomonas_aeruginosa_currently_infected,pseudomonas_aeruginosa_currently_infected,,scalar,finite_<1,0.52623481158421759,0.52623481158421759
100,stenotrophomonas_maltophilia_currently_infected,stenotrophomonas_maltophilia_currently_infected,,scalar,zero_sd_exact,,
101,staphylococcus_aureus_currently_infected,staphylococcus_aureus_currently_infected,,scalar,finite_<1,0.037397879600338586,0.037397879600338586
102,staphylococcus_epidermidis_currently_infected,staphylococcus_epidermidis_currently_infected,,scalar,finite_<1,0.52623481158421759,0.52623481158421759
103,streptococcus_pneumoniae_currently_infected,streptococcus_pneumoniae_currently_infected,,scalar,finite_<1,0.096183822635883306,0.096183822635883306
104,salmonella_enterica_serovar_typhi_currently_infected,salmonella_enterica_serovar_typhi_currently_infected,,scalar,finite_<1,0.24502555673267556,0.24502555673267556
105,salmonella_enterica_serovar_paratyphi_a_currently_infected,salmonella_enterica_serovar_paratyphi_a_currently_infected,,scalar,finite_<1,-0.15191090506255001,0.15191090506255001
106,invasive_non-typhoidal_salmonella_spp._currently_infected,invasive_non-typhoidal_salmonella_spp._currently_infected,,scalar,finite_<1,-0.30382181012510001,0.30382181012510001
107,shigella_spp._currently_infected,shigella_spp._currently_infected,,scalar,finite_1_to_<2,1.0861174061337064,1.0861174061337064
108,neisseria_gonorrhoeae_currently_infected,neisseria_gonorrhoeae_currently_infected,,scalar,finite_<1,-0.48470584794919136,0.48470584794919136
109,streptococcus_pyogenes_currently_infected,streptococcus_pyogenes_currently_infected,,scalar,finite_<1,-0.31829753506038339,0.31829753506038339
110,streptococcus_agalactiae_currently_infected,streptococcus_agalactiae_currently_infected,,scalar,finite_<1,0.48038446141526131,0.48038446141526131
111,haemophilus_influenzae_currently_infected,haemophilus_influenzae_currently_infected,,scalar,finite_<1,0,0
112,chlamydia_trachomatis_currently_infected,chlamydia_trachomatis_currently_infected,,scalar,finite_<1,0.34683385257900334,0.34683385257900334
113,mycoplasma_genitalium_currently_infected,mycoplasma_genitalium_currently_infected,,scalar,finite_<1,-0.12140737731578452,0.12140737731578452
114,vibrio_cholerae_currently_infected,vibrio_cholerae_currently_infected,,scalar,finite_<1,0.27735009811261457,0.27735009811261457
115,neisseria_meningitidis_currently_infected,neisseria_meningitidis_currently_infected,,scalar,zero_sd_exact,,
116,listeria_monocytogenes_currently_infected,listeria_monocytogenes_currently_infected,,scalar,zero_sd_exact,,
117,clostridioides_difficile_currently_infected,clostridioides_difficile_currently_infected,,scalar,finite_<1,0.70164641544562334,0.70164641544562334
118,bacteroides_fragilis_currently_infected,bacteroides_fragilis_currently_infected,,scalar,finite_<1,0,0
119,campylobacter_jejuni_currently_infected,campylobacter_jejuni_currently_infected,,scalar,finite_<1,0.59696074956649814,0.59696074956649814
120,enterobacter_cloacae_currently_infected,enterobacter_cloacae_currently_infected,,scalar,zero_sd_exact,,
121,yersinia_enterocolitica_currently_infected,yersinia_enterocolitica_currently_infected,,scalar,finite_<1,0.27735009811261457,0.27735009811261457
122,moraxella_catarrhalis_currently_infected,moraxella_catarrhalis_currently_infected,,scalar,finite_<1,-0.47795211939924331,0.47795211939924331
123,treponema_pallidum_currently_infected,treponema_pallidum_currently_infected,,scalar,finite_<1,0.34698895917974426,0.34698895917974426
124,bordetella_pertussis_currently_infected,bordetella_pertussis_currently_infected,,scalar,finite_<1,0.47304991679126612,0.47304991679126612
125,helicobacter_pylori_currently_infected,helicobacter_pylori_currently_infected,,scalar,finite_<1,0.20810291564022301,0.20810291564022301
126,mdr_mycobacterium_tuberculosis_currently_infected,mdr_mycobacterium_tuberculosis_currently_infected,,scalar,finite_<1,-0.27735009811261457,0.27735009811261457
127,mycoplasma_pneumoniae_currently_infected,mycoplasma_pneumoniae_currently_infected,,scalar,finite_<1,0.10878565864408428,0.10878565864408428
128,legionella_pneumophila_currently_infected,legionella_pneumophila_currently_infected,,scalar,finite_1_to_<2,1.3867504905630728,1.3867504905630728
129,burkholderia_cepacia_complex_currently_infected,burkholderia_cepacia_complex_currently_infected,,scalar,zero_sd_exact,,
172,acinetobacter_baumannii_deaths,acinetobacter_baumannii_deaths,,scalar,zero_sd_exact,,
173,citrobacter_spp._deaths,citrobacter_spp._deaths,,scalar,zero_sd_exact,,
174,enterobacter_spp._deaths,enterobacter_spp._deaths,,scalar,zero_sd_exact,,
175,enterococcus_faecalis_deaths,enterococcus_faecalis_deaths,,scalar,zero_sd_exact,,
176,enterococcus_faecium_deaths,enterococcus_faecium_deaths,,scalar,zero_sd_exact,,
177,escherichia_coli_deaths,escherichia_coli_deaths,,scalar,zero_sd_exact,,
178,klebsiella_pneumoniae_deaths,klebsiella_pneumoniae_deaths,,scalar,zero_sd_exact,,
179,morganella_spp._deaths,morganella_spp._deaths,,scalar,zero_sd_exact,,
180,proteus_spp._deaths,proteus_spp._deaths,,scalar,zero_sd_exact,,
181,serratia_spp._deaths,serratia_spp._deaths,,scalar,zero_sd_exact,,
182,p_stuartii_deaths,p_stuartii_deaths,,scalar,zero_sd_exact,,
183,pseudomonas_aeruginosa_deaths,pseudomonas_aeruginosa_deaths,,scalar,zero_sd_exact,,
184,stenotrophomonas_maltophilia_deaths,stenotrophomonas_maltophilia_deaths,,scalar,zero_sd_exact,,
185,staphylococcus_aureus_deaths,staphylococcus_aureus_deaths,,scalar,finite_<1,0,0
186,staphylococcus_epidermidis_deaths,staphylococcus_epidermidis_deaths,,scalar,zero_sd_exact,,
187,streptococcus_pneumoniae_deaths,streptococcus_pneumoniae_deaths,,scalar,zero_sd_exact,,
188,salmonella_enterica_serovar_typhi_deaths,salmonella_enterica_serovar_typhi_deaths,,scalar,zero_sd_exact,,
189,salmonella_enterica_serovar_paratyphi_a_deaths,salmonella_enterica_serovar_paratyphi_a_deaths,,scalar,zero_sd_exact,,
190,invasive_non-typhoidal_salmonella_spp._deaths,invasive_non-typhoidal_salmonella_spp._deaths,,scalar,zero_sd_exact,,
191,shigella_spp._deaths,shigella_spp._deaths,,scalar,zero_sd_exact,,
192,neisseria_gonorrhoeae_deaths,neisseria_gonorrhoeae_deaths,,scalar,zero_sd_exact,,
193,streptococcus_pyogenes_deaths,streptococcus_pyogenes_deaths,,scalar,zero_sd_exact,,
194,streptococcus_agalactiae_deaths,streptococcus_agalactiae_deaths,,scalar,zero_sd_exact,,
195,haemophilus_influenzae_deaths,haemophilus_influenzae_deaths,,scalar,zero_sd_exact,,
196,chlamydia_trachomatis_deaths,chlamydia_trachomatis_deaths,,scalar,zero_sd_exact,,
197,mycoplasma_genitalium_deaths,mycoplasma_genitalium_deaths,,scalar,zero_sd_exact,,
198,vibrio_cholerae_deaths,vibrio_cholerae_deaths,,scalar,zero_sd_exact,,
199,neisseria_meningitidis_deaths,neisseria_meningitidis_deaths,,scalar,zero_sd_exact,,
200,listeria_monocytogenes_deaths,listeria_monocytogenes_deaths,,scalar,zero_sd_exact,,
201,clostridioides_difficile_deaths,clostridioides_difficile_deaths,,scalar,zero_sd_exact,,
202,bacteroides_fragilis_deaths,bacteroides_fragilis_deaths,,scalar,zero_sd_exact,,
203,campylobacter_jejuni_deaths,campylobacter_jejuni_deaths,,scalar,zero_sd_exact,,
204,enterobacter_cloacae_deaths,enterobacter_cloacae_deaths,,scalar,zero_sd_exact,,
205,yersinia_enterocolitica_deaths,yersinia_enterocolitica_deaths,,scalar,zero_sd_exact,,
206,moraxella_catarrhalis_deaths,moraxella_catarrhalis_deaths,,scalar,zero_sd_exact,,
207,treponema_pallidum_deaths,treponema_pallidum_deaths,,scalar,zero_sd_exact,,
208,bordetella_pertussis_deaths,bordetella_pertussis_deaths,,scalar,zero_sd_exact,,
209,helicobacter_pylori_deaths,helicobacter_pylori_deaths,,scalar,zero_sd_exact,,
210,mdr_mycobacterium_tuberculosis_deaths,mdr_mycobacterium_tuberculosis_deaths,,scalar,zero_sd_exact,,
211,mycoplasma_pneumoniae_deaths,mycoplasma_pneumoniae_deaths,,scalar,zero_sd_exact,,
212,legionella_pneumophila_deaths,legionella_pneumophila_deaths,,scalar,zero_sd_exact,,
213,burkholderia_cepacia_complex_deaths,burkholderia_cepacia_complex_deaths,,scalar,zero_sd_exact,,
214,acinetobacter_baumannii_deaths_under_5,acinetobacter_baumannii_deaths_under_5,,scalar,zero_sd_exact,,
215,citrobacter_spp._deaths_under_5,citrobacter_spp._deaths_under_5,,scalar,zero_sd_exact,,
216,enterobacter_spp._deaths_under_5,enterobacter_spp._deaths_under_5,,scalar,zero_sd_exact,,
217,enterococcus_faecalis_deaths_under_5,enterococcus_faecalis_deaths_under_5,,scalar,zero_sd_exact,,
218,enterococcus_faecium_deaths_under_5,enterococcus_faecium_deaths_under_5,,scalar,zero_sd_exact,,
219,escherichia_coli_deaths_under_5,escherichia_coli_deaths_under_5,,scalar,zero_sd_exact,,
220,klebsiella_pneumoniae_deaths_under_5,klebsiella_pneumoniae_deaths_under_5,,scalar,zero_sd_exact,,
221,morganella_spp._deaths_under_5,morganella_spp._deaths_under_5,,scalar,zero_sd_exact,,
222,proteus_spp._deaths_under_5,proteus_spp._deaths_under_5,,scalar,zero_sd_exact,,
223,serratia_spp._deaths_under_5,serratia_spp._deaths_under_5,,scalar,zero_sd_exact,,
224,p_stuartii_deaths_under_5,p_stuartii_deaths_under_5,,scalar,zero_sd_exact,,
225,pseudomonas_aeruginosa_deaths_under_5,pseudomonas_aeruginosa_deaths_under_5,,scalar,zero_sd_exact,,
226,stenotrophomonas_maltophilia_deaths_under_5,stenotrophomonas_maltophilia_deaths_under_5,,scalar,zero_sd_exact,,
227,staphylococcus_aureus_deaths_under_5,staphylococcus_aureus_deaths_under_5,,scalar,zero_sd_mismatch,,
228,staphylococcus_epidermidis_deaths_under_5,staphylococcus_epidermidis_deaths_under_5,,scalar,zero_sd_exact,,
229,streptococcus_pneumoniae_deaths_under_5,streptococcus_pneumoniae_deaths_under_5,,scalar,zero_sd_exact,,
230,salmonella_enterica_serovar_typhi_deaths_under_5,salmonella_enterica_serovar_typhi_deaths_under_5,,scalar,zero_sd_exact,,
231,salmonella_enterica_serovar_paratyphi_a_deaths_under_5,salmonella_enterica_serovar_paratyphi_a_deaths_under_5,,scalar,zero_sd_exact,,
232,invasive_non-typhoidal_salmonella_spp._deaths_under_5,invasive_non-typhoidal_salmonella_spp._deaths_under_5,,scalar,zero_sd_exact,,
233,shigella_spp._deaths_under_5,shigella_spp._deaths_under_5,,scalar,zero_sd_exact,,
234,neisseria_gonorrhoeae_deaths_under_5,neisseria_gonorrhoeae_deaths_under_5,,scalar,zero_sd_exact,,
235,streptococcus_pyogenes_deaths_under_5,streptococcus_pyogenes_deaths_under_5,,scalar,zero_sd_exact,,
236,streptococcus_agalactiae_deaths_under_5,streptococcus_agalactiae_deaths_under_5,,scalar,zero_sd_exact,,
237,haemophilus_influenzae_deaths_under_5,haemophilus_influenzae_deaths_under_5,,scalar,zero_sd_exact,,
238,chlamydia_trachomatis_deaths_under_5,chlamydia_trachomatis_deaths_under_5,,scalar,zero_sd_exact,,
239,mycoplasma_genitalium_deaths_under_5,mycoplasma_genitalium_deaths_under_5,,scalar,zero_sd_exact,,
240,vibrio_cholerae_deaths_under_5,vibrio_cholerae_deaths_under_5,,scalar,zero_sd_exact,,
241,neisseria_meningitidis_deaths_under_5,neisseria_meningitidis_deaths_under_5,,scalar,zero_sd_exact,,
242,listeria_monocytogenes_deaths_under_5,listeria_monocytogenes_deaths_under_5,,scalar,zero_sd_exact,,
243,clostridioides_difficile_deaths_under_5,clostridioides_difficile_deaths_under_5,,scalar,zero_sd_exact,,
244,bacteroides_fragilis_deaths_under_5,bacteroides_fragilis_deaths_under_5,,scalar,zero_sd_exact,,
245,campylobacter_jejuni_deaths_under_5,campylobacter_jejuni_deaths_under_5,,scalar,zero_sd_exact,,
246,enterobacter_cloacae_deaths_under_5,enterobacter_cloacae_deaths_under_5,,scalar,zero_sd_exact,,
247,yersinia_enterocolitica_deaths_under_5,yersinia_enterocolitica_deaths_under_5,,scalar,zero_sd_exact,,
248,moraxella_catarrhalis_deaths_under_5,moraxella_catarrhalis_deaths_under_5,,scalar,zero_sd_exact,,
249,treponema_pallidum_deaths_under_5,treponema_pallidum_deaths_under_5,,scalar,zero_sd_exact,,
250,bordetella_pertussis_deaths_under_5,bordetella_pertussis_deaths_under_5,,scalar,zero_sd_exact,,
251,helicobacter_pylori_deaths_under_5,helicobacter_pylori_deaths_under_5,,scalar,zero_sd_exact,,
252,mdr_mycobacterium_tuberculosis_deaths_under_5,mdr_mycobacterium_tuberculosis_deaths_under_5,,scalar,zero_sd_exact,,
253,mycoplasma_pneumoniae_deaths_under_5,mycoplasma_pneumoniae_deaths_under_5,,scalar,zero_sd_exact,,
254,legionella_pneumophila_deaths_under_5,legionella_pneumophila_deaths_under_5,,scalar,zero_sd_exact,,
255,burkholderia_cepacia_complex_deaths_under_5,burkholderia_cepacia_complex_deaths_under_5,,scalar,zero_sd_exact,,
256,acinetobacter_baumannii_deaths_over_65,acinetobacter_baumannii_deaths_over_65,,scalar,zero_sd_exact,,
257,citrobacter_spp._deaths_over_65,citrobacter_spp._deaths_over_65,,scalar,zero_sd_exact,,
258,enterobacter_spp._deaths_over_65,enterobacter_spp._deaths_over_65,,scalar,zero_sd_exact,,
259,enterococcus_faecalis_deaths_over_65,enterococcus_faecalis_deaths_over_65,,scalar,zero_sd_exact,,
260,enterococcus_faecium_deaths_over_65,enterococcus_faecium_deaths_over_65,,scalar,zero_sd_exact,,
261,escherichia_coli_deaths_over_65,escherichia_coli_deaths_over_65,,scalar,zero_sd_exact,,
262,klebsiella_pneumoniae_deaths_over_65,klebsiella_pneumoniae_deaths_over_65,,scalar,zero_sd_exact,,
263,morganella_spp._deaths_over_65,morganella_spp._deaths_over_65,,scalar,zero_sd_exact,,
264,proteus_spp._deaths_over_65,proteus_spp._deaths_over_65,,scalar,zero_sd_exact,,
265,serratia_spp._deaths_over_65,serratia_spp._deaths_over_65,,scalar,zero_sd_exact,,
266,p_stuartii_deaths_over_65,p_stuartii_deaths_over_65,,scalar,zero_sd_exact,,
267,pseudomonas_aeruginosa_deaths_over_65,pseudomonas_aeruginosa_deaths_over_65,,scalar,zero_sd_exact,,
268,stenotrophomonas_maltophilia_deaths_over_65,stenotrophomonas_maltophilia_deaths_over_65,,scalar,zero_sd_exact,,
269,staphylococcus_aureus_deaths_over_65,staphylococcus_aureus_deaths_over_65,,scalar,finite_<1,-0.27735009811261457,0.27735009811261457
270,staphylococcus_epidermidis_deaths_over_65,staphylococcus_epidermidis_deaths_over_65,,scalar,zero_sd_exact,,
271,streptococcus_pneumoniae_deaths_over_65,streptococcus_pneumoniae_deaths_over_65,,scalar,zero_sd_exact,,
272,salmonella_enterica_serovar_typhi_deaths_over_65,salmonella_enterica_serovar_typhi_deaths_over_65,,scalar,zero_sd_exact,,
273,salmonella_enterica_serovar_paratyphi_a_deaths_over_65,salmonella_enterica_serovar_paratyphi_a_deaths_over_65,,scalar,zero_sd_exact,,
274,invasive_non-typhoidal_salmonella_spp._deaths_over_65,invasive_non-typhoidal_salmonella_spp._deaths_over_65,,scalar,zero_sd_exact,,
275,shigella_spp._deaths_over_65,shigella_spp._deaths_over_65,,scalar,zero_sd_exact,,
276,neisseria_gonorrhoeae_deaths_over_65,neisseria_gonorrhoeae_deaths_over_65,,scalar,zero_sd_exact,,
277,streptococcus_pyogenes_deaths_over_65,streptococcus_pyogenes_deaths_over_65,,scalar,zero_sd_exact,,
278,streptococcus_agalactiae_deaths_over_65,streptococcus_agalactiae_deaths_over_65,,scalar,zero_sd_exact,,
279,haemophilus_influenzae_deaths_over_65,haemophilus_influenzae_deaths_over_65,,scalar,zero_sd_exact,,
280,chlamydia_trachomatis_deaths_over_65,chlamydia_trachomatis_deaths_over_65,,scalar,zero_sd_exact,,
281,mycoplasma_genitalium_deaths_over_65,mycoplasma_genitalium_deaths_over_65,,scalar,zero_sd_exact,,
282,vibrio_cholerae_deaths_over_65,vibrio_cholerae_deaths_over_65,,scalar,zero_sd_exact,,
283,neisseria_meningitidis_deaths_over_65,neisseria_meningitidis_deaths_over_65,,scalar,zero_sd_exact,,
284,listeria_monocytogenes_deaths_over_65,listeria_monocytogenes_deaths_over_65,,scalar,zero_sd_exact,,
