total deaths during simulation: 60
breakdown by cause of death:
background_mortality: 43
sepsis_related: 17
number in hospital: 14
number severely immunosuppressed: 179
enterobacter spp.: 1 infected
    trim_sulf: n = 1, prop 0.00 = 0.000, prop 0.25 = 1.000, prop 0.5 = 0.000, prop 0.75 = 0.000, prop 1.00 = 0.000
    serratia spp. / amikacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / meropenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    serratia spp. / linezolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    serratia spp. / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / cefepime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / amikacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / meropenem: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterococcus faecium / linezolid: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterococcus faecium / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
