total deaths during simulation: 60
breakdown by cause of death:
background_mortality: 43
sepsis_related: 17
number in hospital: 14
number severely immunosuppressed: 179
enterobacter spp.: 1 infected
    trim_sulf: n = 1, prop 0.00 = 0.000, prop 0.25 = 1.000, prop 0.5 = 0.000, prop 0.75 = 0.000, prop 1.00 = 0.000
    enterobacter_cloacae / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / cefepime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / amikacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / meropenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    enterobacter_cloacae / linezolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    enterobacter_cloacae / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / cefepime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / amikacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / meropenem: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / linezolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar paratyphi a / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / cefepime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / amikacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / meropenem: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / linezolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    yersinia_enterocolitica / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / trim_sulf: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / amoxicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / azithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / clarithromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / sulfanilamide: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / cephalexin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / ticarcillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / fusidic_a: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / cefepime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / aztreonam: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / retapamulin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / tedizolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / imipenem_c: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / chlorampheni: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / amikacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / moxifloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / tetracycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / ceftaroline: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / ceftriaxone: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / doxyclycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / vancomycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / clindamycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / minocycline: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / teicoplanin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / nitrofurantoin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / erythromycin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / furazolidone: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / cefazolin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / ertapenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / gentamicin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / piperacillin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / ceftazidime: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / ampicillin: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / levofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / quinu_dalfo: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / ofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / metronidazole: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / meropenem: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / ciprofloxacin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / cefuroxime: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / tobramycin: n_infected = 1, n_standardized_mic_lt2 = 1, prop = 1.000
    citrobacter spp. / linezolid: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    citrobacter spp. / penicilling: n_infected = 1, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / trim_sulf: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / amoxicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / azithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / clarithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / sulfanilamide: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / cephalexin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ticarcillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / fusidic_a: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / cefepime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / aztreonam: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / retapamulin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / tedizolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / imipenem_c: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / chlorampheni: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / amikacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / moxifloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / tetracycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ceftaroline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ceftriaxone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / doxyclycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / vancomycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / clindamycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / minocycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / teicoplanin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / nitrofurantoin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / erythromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / furazolidone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / cefazolin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ertapenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / gentamicin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / piperacillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ceftazidime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ampicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / levofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / quinu_dalfo: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / metronidazole: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / meropenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / ciprofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / cefuroxime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / tobramycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / linezolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    salmonella enterica serovar typhi / penicilling: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / trim_sulf: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / amoxicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / azithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / clarithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / sulfanilamide: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / cephalexin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ticarcillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / fusidic_a: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / cefepime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / aztreonam: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / retapamulin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / tedizolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / imipenem_c: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / chlorampheni: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / amikacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / moxifloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / tetracycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ceftaroline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ceftriaxone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / doxyclycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / vancomycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / clindamycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / minocycline: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / teicoplanin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / nitrofurantoin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / erythromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / furazolidone: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / cefazolin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ertapenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / gentamicin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / piperacillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ceftazidime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ampicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / levofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / quinu_dalfo: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / metronidazole: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / meropenem: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / ciprofloxacin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / cefuroxime: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / tobramycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / linezolid: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    vibrio cholerae / penicilling: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / trim_sulf: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / amoxicillin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / azithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / clarithromycin: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
    listeria_monocytogenes / sulfanilamide: n_infected = 2, n_standardized_mic_lt2 = 0, prop = 0.000
