timestamp,population_size,time_steps,duration_seconds
2025-07-27 08:02:30 UTC,30000,365,284.142
2025-07-27 08:17:28 UTC,3000,16000,771.600
2025-07-27 08:23:25 UTC,3000,365,16.138
2025-07-27 08:30:08 UTC,3000,365,16.807
2025-07-27 08:30:32 UTC,3000,365,17.450
2025-07-27 08:37:46 UTC,3000,365,15.031
2025-07-27 08:46:51 UTC,3000,365,13.223
2025-07-27 08:49:12 UTC,3000,365,8.728
2025-07-27 08:52:15 UTC,3000,365,8.379
2025-07-27 10:19:20 UTC,10000,32,3.016
2025-07-27 12:52:19 UTC,10000,32,2.927
2025-07-27 13:03:49 UTC,10000,32,3.105
2025-07-27 13:17:00 UTC,10000,32,3.086
2025-07-27 13:23:36 UTC,10000,32,3.072
2025-07-27 13:43:44 UTC,10000,32,3.063
2025-07-27 13:44:22 UTC,10000,32,3.098
2025-07-27 13:47:48 UTC,10000,32,3.128
2025-07-27 13:51:43 UTC,10000,32,3.057
2025-07-27 13:54:58 UTC,10000,32,3.119
2025-07-27 14:47:37 UTC,3000,17500,1045.339
2025-07-27 16:07:24 UTC,3000,17500,826.839
2025-07-27 17:53:38 UTC,3000,350,9.932
2025-07-27 22:08:15 UTC,30000,37000,14255.463
2025-07-28 07:39:07 UTC,1000,3700,54.073
2025-07-28 08:06:50 UTC,1000,3700,118.727
2025-07-28 11:32:20 UTC,3000,37,1.052
2025-07-28 11:42:17 UTC,3000,37,1.081
2025-07-30 15:02:19 UTC,3000,37,1.045
2025-07-30 15:15:57 UTC,3000,37,1.037
2025-07-30 15:19:40 UTC,3000,37,1.100
2025-07-30 15:38:04 UTC,3000,37,1.044
2025-07-30 15:40:41 UTC,3000,37,1.108
2025-07-30 15:40:58 UTC,3000,37,1.093
2025-07-30 15:42:49 UTC,3000,37,1.139
2025-07-30 15:56:00 UTC,3000,37,1.080
2025-07-30 16:12:04 UTC,3000,37,1.038
2025-07-30 16:22:14 UTC,3000,37,1.031
2025-07-30 16:23:22 UTC,3000,37,1.025
2025-07-30 16:40:39 UTC,3000,37,0.971
2025-07-30 16:49:25 UTC,3000,37,0.981
2025-08-01 14:28:43 UTC,3000,1000,35.081
2025-08-01 14:30:40 UTC,3000,1000,34.151
2025-08-01 15:06:31 UTC,3000,1000,34.058
2025-08-01 15:41:50 UTC,3000,1000,34.245
2025-08-01 15:48:13 UTC,3000,1000,35.972
2025-08-01 15:49:53 UTC,3000,1000,38.958
2025-08-01 15:59:06 UTC,3000,1000,2.262
2025-08-01 16:07:07 UTC,3000,1000,3.930
2025-08-01 16:15:30 UTC,3000,1000,3.815
2025-08-01 16:18:18 UTC,3000,1000,3.798
2025-08-01 16:37:01 UTC,3000,1000,4.225
2025-08-01 16:38:06 UTC,3000,1000,3.043
2025-08-01 16:38:27 UTC,3000,1000,3.140
2025-08-01 16:49:31 UTC,3000,1000,2.928
2025-08-01 16:53:47 UTC,3000,1000,2.992
2025-08-01 16:56:02 UTC,3000,1000,1.254
2025-08-01 17:18:52 UTC,3000,1000,1.418
2025-08-01 17:30:38 UTC,3000,1000,1.245
2025-08-02 08:28:25 UTC,3000,1000,1.135
2025-08-02 08:30:38 UTC,3000,1000,1.194
2025-08-02 08:31:27 UTC,10000,1000,3.702
2025-08-02 08:36:29 UTC,10000,1000,3.764
2025-08-02 08:38:00 UTC,10000,1000,3.830
2025-08-02 08:39:50 UTC,10000,1000,3.863
2025-08-02 08:41:13 UTC,10000,1000,4.100
2025-08-02 10:03:16 UTC,10000,1000,6.244
2025-08-02 12:21:56 UTC,10000,18000,3837.354
2025-08-02 13:37:21 UTC,1000,18000,298.927
2025-08-02 16:16:00 UTC,10000,37000,6824.245
2025-08-02 18:48:04 UTC,10000,37000,6686.855
2025-08-03 15:54:22 UTC,300000,300,1841.300
2025-08-04 14:03:46 UTC,300000,300,2355.398
2025-08-04 16:17:10 UTC,500000,274,3625.374
2025-08-04 18:54:21 UTC,1000,37,4.293
2025-08-06 06:00:45 UTC,1000,37,3.821
2025-08-06 07:08:30 UTC,1000,300,34.567
2025-08-06 07:15:53 UTC,3000,300,39.994
2025-08-06 07:34:58 UTC,3000,300,41.166
2025-08-06 07:42:43 UTC,3000,300,41.696
2025-08-06 07:53:54 UTC,3000,300,142.117
2025-08-06 08:23:03 UTC,3000,300,40.028
2025-08-06 08:38:54 UTC,3000,300,10.384
2025-08-06 08:39:30 UTC,3000,300,10.574
2025-08-06 08:45:18 UTC,3000,300,10.629
2025-08-06 11:45:52 UTC,3000,300,9.699
2025-08-06 12:36:40 UTC,3000,300,9.911
2025-08-06 12:51:54 UTC,3000,300,10.168
2025-08-06 13:03:08 UTC,3000,300,10.371
2025-08-06 13:03:49 UTC,3000,300,10.400
2025-08-06 13:10:53 UTC,3000,300,9.943
2025-08-06 13:37:45 UTC,3000,300,17.443
2025-08-06 13:51:30 UTC,3000,300,14.877
2025-08-06 13:53:13 UTC,3000,300,9.857
2025-08-06 15:02:37 UTC,300000,300,1632.011
2025-08-06 17:16:09 UTC,3000,300,45.157
2025-08-06 17:18:57 UTC,3000,30,6.194
2025-08-06 17:22:43 UTC,10000,183,39.696
2025-08-06 17:34:29 UTC,20000,120,110.123
2025-08-07 10:31:21 UTC,3000,7300,405.017
2025-08-07 10:42:24 UTC,3000,7300,416.732
2025-08-07 10:58:05 UTC,3000,100,5.102
2025-08-07 11:03:08 UTC,3000,100,5.090
2025-08-07 11:35:55 UTC,3000,100,5.815
2025-08-07 11:41:30 UTC,3000,100,5.824
2025-08-07 11:58:08 UTC,3000,7300,357.005
2025-08-07 12:10:28 UTC,3000,7300,376.939
2025-08-07 12:53:17 UTC,300000,300,1674.586
2025-08-07 13:12:39 UTC,3000,7300,412.293
2025-08-07 14:39:18 UTC,500,35000,289.574
2025-08-07 15:18:17 UTC,2000,35000,1174.022
2025-08-07 16:18:20 UTC,2000,35000,1942.450
2025-08-07 18:15:36 UTC,2000,35000,1280.930
2025-08-07 19:40:40 UTC,5000,35000,4354.194
2025-08-08 05:58:52 UTC,500,10000,98.594
2025-08-08 07:37:21 UTC,500,3000,41.339
2025-08-08 08:18:38 UTC,500,3000,37.724
2025-08-08 08:42:31 UTC,500,3000,41.069
2025-08-08 08:46:54 UTC,500,3000,47.496
2025-08-08 09:10:28 UTC,500,3000,43.938
2025-08-08 10:07:24 UTC,200,35000,396.627
2025-08-08 10:44:32 UTC,2000,5000,409.140
2025-08-08 12:12:17 UTC,30000,7300,4495.590
2025-08-08 14:35:24 UTC,500,10000,147.122
2025-08-08 14:58:42 UTC,500,10000,297.908
2025-08-08 15:03:41 UTC,500,1000,12.832
2025-08-08 15:06:32 UTC,500,1000,13.065
2025-08-08 15:48:08 UTC,2000,5000,179.308
2025-08-08 16:06:09 UTC,10000,5000,888.266
2025-08-08 17:14:58 UTC,1000,50,0.537
2025-08-08 17:36:15 UTC,2000,5000,128.510
2025-08-08 17:44:29 UTC,2000,5000,146.748
2025-08-08 18:27:37 UTC,2000,5000,132.498
2025-08-08 18:41:12 UTC,2000,5000,130.981
2025-08-08 18:46:49 UTC,2000,5000,133.625
2025-08-09 06:41:57 UTC,2000,5000,139.117
2025-08-09 07:03:44 UTC,2000,5000,121.111
2025-08-09 07:40:02 UTC,2000,5000,229.144
2025-08-09 07:48:03 UTC,2000,5000,278.092
2025-08-09 07:57:44 UTC,2000,5000,123.932
2025-08-09 08:05:59 UTC,2000,5000,143.308
2025-08-09 08:16:18 UTC,2000,5000,140.556
2025-08-09 08:22:52 UTC,2000,5000,280.223
2025-08-09 08:27:32 UTC,2000,5000,145.038
2025-08-09 08:34:02 UTC,2000,5000,143.108
2025-08-09 08:37:25 UTC,2000,5000,143.177
2025-08-09 08:44:38 UTC,2000,5000,122.006
2025-08-09 08:51:52 UTC,2000,5000,129.589
2025-08-09 09:01:45 UTC,2000,5000,133.838
2025-08-09 11:02:38 UTC,2000,5000,175.847
2025-08-09 16:32:53 UTC,30000,35000,15360.497
2025-08-10 06:50:56 UTC,5000,35000,1253.662
2025-08-10 08:46:09 UTC,5000,35000,2556.119
2025-08-10 16:08:44 UTC,5000,35000,3284.109
2025-08-10 18:47:56 UTC,5000,35000,2690.601
2025-08-11 15:15:19 UTC,2000,300,6.775
2025-08-11 15:35:54 UTC,500,6000,39.587
2025-08-11 15:50:44 UTC,500,6000,38.642
2025-08-11 15:54:31 UTC,500,6000,42.918
2025-08-11 17:50:02 UTC,5000,35000,2806.031
2025-08-12 12:29:19 UTC,10000,6000,2649.989
2025-08-12 14:12:18 UTC,30000,4000,4057.801
2025-08-12 14:39:52 UTC,2000,400,9.333
2025-08-12 14:44:24 UTC,2000,300,6.474
2025-08-12 14:45:33 UTC,2000,300,6.836
2025-08-12 14:47:41 UTC,2000,300,6.656
2025-08-12 14:57:52 UTC,2000,300,6.440
2025-08-12 15:14:04 UTC,5000,300,16.223
2025-08-12 15:26:42 UTC,2000,200,4.696
2025-08-12 15:46:36 UTC,500,6000,99.598
2025-08-12 15:54:48 UTC,2000,5000,148.107
2025-08-12 17:16:08 UTC,2000,5000,199.509
2025-08-13 05:54:36 UTC,2000,5000,225.598
2025-08-13 09:17:10 UTC,100000,600,1078.456
2025-08-13 13:24:29 UTC,100000,3000,12486.827
2025-08-13 15:47:28 UTC,500,1000,8.824
2025-08-13 16:22:04 UTC,10000,1500,192.702
2025-08-13 16:28:41 UTC,10000,1500,214.673
2025-08-13 17:01:37 UTC,30000,1200,553.350
2025-08-14 09:45:14 UTC,5000,1200,88.328
2025-08-14 10:27:47 UTC,10000,1200,175.634
2025-08-14 11:06:36 UTC,30000,1200,591.525
2025-08-14 12:08:14 UTC,30000,1200,664.370
2025-08-14 12:35:01 UTC,30000,1200,1008.860
2025-08-14 13:50:57 UTC,3000,2000,87.436
2025-08-14 14:03:06 UTC,3000,2000,119.439
2025-08-14 14:35:24 UTC,30000,2000,1014.210
2025-08-14 15:56:11 UTC,50000,3000,3526.445
2025-08-14 16:41:41 UTC,10000,3000,631.822
2025-08-14 16:58:08 UTC,10000,2000,295.678
2025-08-14 17:34:39 UTC,10000,2000,338.014
2025-08-14 19:07:41 UTC,30000,10000,4836.239
2025-08-15 10:00:00 UTC,3000,1500,63.315
2025-08-15 11:22:25 UTC,3000,1500,56.628
2025-08-15 11:28:54 UTC,3000,1500,61.425
2025-08-15 12:04:12 UTC,3000,1500,58.908
2025-08-15 12:13:05 UTC,3000,1500,60.268
2025-08-15 12:26:51 UTC,3000,1500,65.117
2025-08-15 14:51:02 UTC,3000,1500,60.651
2025-08-15 14:58:37 UTC,3000,1500,65.353
2025-08-15 15:07:54 UTC,3000,1500,63.427
2025-08-16 08:41:43 UTC,3000,1500,60.256
2025-08-16 08:50:31 UTC,3000,1500,87.367
2025-08-16 09:06:20 UTC,3000,1500,143.645
2025-08-16 10:02:40 UTC,3000,1500,63.680
2025-08-16 10:17:28 UTC,3000,1500,68.648
2025-08-16 10:44:20 UTC,3000,1500,174.692
2025-08-16 10:51:49 UTC,3000,1500,68.693
2025-08-16 11:13:34 UTC,3000,1500,68.426
2025-08-16 13:10:25 UTC,3000,35000,2959.707
2025-08-16 17:58:30 UTC,3000,10000,531.650
2025-08-16 20:13:53 UTC,10000,35000,5315.019
2025-08-17 07:00:58 UTC,2000,3000,84.575
2025-08-17 07:34:40 UTC,3000,10000,545.356
2025-08-17 14:30:44 UTC,3000,10000,685.327
2025-08-17 21:19:07 UTC,100000,17000,23947.332
2025-08-18 15:19:26 UTC,3000,1000,67.594
2025-08-18 15:33:13 UTC,3000,1000,41.310
2025-08-18 15:42:06 UTC,3000,4000,293.067
2025-08-18 15:54:03 UTC,3000,4000,157.185
2025-08-18 16:04:42 UTC,1000,3000,39.227
2025-08-18 17:49:21 UTC,500,7000,46.408
2025-08-18 17:59:51 UTC,500,7000,43.709
2025-08-18 18:07:06 UTC,500,7000,46.561
2025-08-19 06:15:07 UTC,3000,3000,138.406
2025-08-19 07:01:55 UTC,3000,3000,133.713
2025-08-19 07:09:50 UTC,3000,3000,133.096
2025-08-19 07:13:09 UTC,3000,3000,154.853
2025-08-19 07:21:22 UTC,3000,3000,136.488
